TBepi3207.genome.CDS.1790,group01672
TBepi3207.genome.CDS.1466,group00138
TBepi3207.genome.CDS.1344,group03303
TBepi3207.genome.CDS.2296,group02601
TBepi3207.genome.CDS.2254,group03313
TBepi3207.genome.CDS.2580,group01104
TBepi3207.genome.CDS.2295,group01468
TBepi3207.genome.CDS.803,group03307
TBepi3207.genome.CDS.2294,group02116
TBepi3207.genome.CDS.1844,group00818
TBepi3207.genome.CDS.1745,group02602
TBepi3207.genome.CDS.1867,group01379
TBepi3207.genome.CDS.2293,group01506
TBepi3207.genome.CDS.1332,group00406
TBepi3207.genome.CDS.1220,group02332
TBepi3207.genome.CDS.2292,group01602
TBepi3207.genome.CDS.1838,group00828
TBepi3207.genome.CDS.1839,group00428
TBepi3207.genome.CDS.1801,group00554
TBepi3207.genome.CDS.1520,group00305
TBepi3207.genome.CDS.1832,group00010
TBepi3207.genome.CDS.1429,group00107
TBepi3207.genome.CDS.1830,group00356
TBepi3207.genome.CDS.1831,group00537
TBepi3207.genome.CDS.1836,group01793
TBepi3207.genome.CDS.1837,group03285
TBepi3207.genome.CDS.1834,group00787
TBepi3207.genome.CDS.1835,group01979
TBepi3207.genome.CDS.2161,group01171
TBepi3207.genome.CDS.1631,group01424
TBepi3207.genome.CDS.2160,group00073
TBepi3207.genome.CDS.1451,group00837
TBepi3207.genome.CDS.2551,group00363
TBepi3207.genome.CDS.1743,group01721
TBepi3207.genome.CDS.1544,group00532
TBepi3207.genome.CDS.1509,group01289
TBepi3207.genome.CDS.1403,group00526
TBepi3207.genome.CDS.1402,group00799
TBepi3207.genome.CDS.1401,group00376
TBepi3207.genome.CDS.1400,group00252
TBepi3207.genome.CDS.1407,group00665
TBepi3207.genome.CDS.1406,group00553
TBepi3207.genome.CDS.1319,group00878
TBepi3207.genome.CDS.1424,group00313
TBepi3207.genome.CDS.1542,group00307
TBepi3207.genome.CDS.1409,group00640
TBepi3207.genome.CDS.1408,group01597
TBepi3207.genome.CDS.2482,group02353
TBepi3207.genome.CDS.2132,group00108
TBepi3207.genome.CDS.1543,group00533
TBepi3207.genome.CDS.808,group00043
TBepi3207.genome.CDS.1269,group00608
TBepi3207.genome.CDS.2446,group01441
TBepi3207.genome.CDS.1421,group00293
TBepi3207.genome.CDS.229,group00012
TBepi3207.genome.CDS.2166,group02119
TBepi3207.genome.CDS.1749,group02613
TBepi3207.genome.CDS.2169,group02122
TBepi3207.genome.CDS.1875,group01186
TBepi3207.genome.CDS.2243,group00543
TBepi3207.genome.CDS.1889,group03293
TBepi3207.genome.CDS.1278,group00734
TBepi3207.genome.CDS.1717,group01274
TBepi3207.genome.CDS.1716,group00653
TBepi3207.genome.CDS.1715,group01124
TBepi3207.genome.CDS.1714,group00838
TBepi3207.genome.CDS.1713,group00021
TBepi3207.genome.CDS.1499,group01386
TBepi3207.genome.CDS.1711,group00020
TBepi3207.genome.CDS.1710,group00821
TBepi3207.genome.CDS.1494,group01701
TBepi3207.genome.CDS.1495,group00598
TBepi3207.genome.CDS.1496,group01690
TBepi3207.genome.CDS.1871,group00898
TBepi3207.genome.CDS.1490,group00141
TBepi3207.genome.CDS.1491,group00352
TBepi3207.genome.CDS.1492,group00479
TBepi3207.genome.CDS.1718,group03277
TBepi3207.genome.CDS.2477,group00753
TBepi3207.genome.CDS.2476,group00442
TBepi3207.genome.CDS.2475,group00372
TBepi3207.genome.CDS.2474,group00251
TBepi3207.genome.CDS.1308,group00601
TBepi3207.genome.CDS.2472,group00263
TBepi3207.genome.CDS.2471,group01048
TBepi3207.genome.CDS.2470,group00390
TBepi3207.genome.CDS.1304,group00022
TBepi3207.genome.CDS.1305,group00827
TBepi3207.genome.CDS.1654,group00676
TBepi3207.genome.CDS.1307,group02380
TBepi3207.genome.CDS.1652,group01148
TBepi3207.genome.CDS.1301,group02103
TBepi3207.genome.CDS.1650,group00572
TBepi3207.genome.CDS.2478,group00979
TBepi3207.genome.CDS.982,group02307
TBepi3207.genome.CDS.1392,group00882
TBepi3207.genome.CDS.1391,group00048
TBepi3207.genome.CDS.1390,group01010
TBepi3207.genome.CDS.1397,group00412
TBepi3207.genome.CDS.1396,group00297
TBepi3207.genome.CDS.1395,group00227
TBepi3207.genome.CDS.1899,group00983
TBepi3207.genome.CDS.2473,group00287
TBepi3207.genome.CDS.1011,group03319
TBepi3207.genome.CDS.1012,group02605
TBepi3207.genome.CDS.1398,group00296
TBepi3207.genome.CDS.1417,group00360
TBepi3207.genome.CDS.1878,group03290
TBepi3207.genome.CDS.1309,group00772
TBepi3207.genome.CDS.2496,group00158
TBepi3207.genome.CDS.1970,group00897
TBepi3207.genome.CDS.2487,group00095
TBepi3207.genome.CDS.1379,group01025
TBepi3207.genome.CDS.1271,group00617
TBepi3207.genome.CDS.1272,group00550
TBepi3207.genome.CDS.1273,group00393
TBepi3207.genome.CDS.2176,group01167
TBepi3207.genome.CDS.1275,group01027
TBepi3207.genome.CDS.2174,group01294
TBepi3207.genome.CDS.2175,group01192
TBepi3207.genome.CDS.1371,group00277
TBepi3207.genome.CDS.1279,group00596
TBepi3207.genome.CDS.2178,group01076
TBepi3207.genome.CDS.1372,group00370
TBepi3207.genome.CDS.1375,group00997
TBepi3207.genome.CDS.1374,group00025
TBepi3207.genome.CDS.1377,group01107
TBepi3207.genome.CDS.1376,group00803
TBepi3207.genome.CDS.60,group00421
TBepi3207.genome.CDS.2375,group03262
TBepi3207.genome.CDS.1591,group02221
TBepi3207.genome.CDS.2377,group00040
TBepi3207.genome.CDS.2370,group00592
TBepi3207.genome.CDS.2278,group01335
TBepi3207.genome.CDS.2372,group00163
TBepi3207.genome.CDS.2373,group00190
TBepi3207.genome.CDS.2275,group01978
TBepi3207.genome.CDS.1572,group00210
TBepi3207.genome.CDS.2277,group01586
TBepi3207.genome.CDS.1570,group00651
TBepi3207.genome.CDS.2271,group00002
TBepi3207.genome.CDS.2270,group00001
TBepi3207.genome.CDS.1575,group01058
TBepi3207.genome.CDS.1574,group00632
TBepi3207.genome.CDS.1712,group01524
TBepi3207.genome.CDS.1893,group01284
TBepi3207.genome.CDS.1502,group01498
TBepi3207.genome.CDS.2480,group00784
TBepi3207.genome.CDS.2578,group01127
TBepi3207.genome.CDS.2579,group02137
TBepi3207.genome.CDS.2576,group01178
TBepi3207.genome.CDS.2204,group01879
TBepi3207.genome.CDS.2574,group02585
TBepi3207.genome.CDS.1606,group01767
TBepi3207.genome.CDS.2572,group00073
TBepi3207.genome.CDS.2573,group01191
TBepi3207.genome.CDS.2570,group00013
TBepi3207.genome.CDS.2571,group00539
TBepi3207.genome.CDS.1780,group00683
TBepi3207.genome.CDS.1781,group00917
TBepi3207.genome.CDS.1782,group00017
TBepi3207.genome.CDS.1783,group00914
TBepi3207.genome.CDS.1784,group01240
TBepi3207.genome.CDS.1785,group00045
TBepi3207.genome.CDS.1786,group01517
TBepi3207.genome.CDS.1356,group02721
TBepi3207.genome.CDS.1788,group03281
TBepi3207.genome.CDS.1789,group00029
TBepi3207.genome.CDS.2207,group01198
TBepi3207.genome.CDS.2447,group00711
TBepi3207.genome.CDS.1355,group01352
TBepi3207.genome.CDS.2301,group02608
TBepi3207.genome.CDS.2300,group00871
TBepi3207.genome.CDS.2303,group00877
TBepi3207.genome.CDS.2302,group00903
TBepi3207.genome.CDS.2305,group00904
TBepi3207.genome.CDS.2304,group00972
TBepi3207.genome.CDS.2307,group01520
TBepi3207.genome.CDS.2306,group00842
TBepi3207.genome.CDS.2309,group01550
TBepi3207.genome.CDS.2308,group02114
TBepi3207.genome.CDS.1313,group00974
TBepi3207.genome.CDS.1901,group00327
TBepi3207.genome.CDS.1617,group00282
TBepi3207.genome.CDS.1352,group01291
TBepi3207.genome.CDS.2091,group00113
TBepi3207.genome.CDS.2090,group00902
TBepi3207.genome.CDS.2241,group00851
TBepi3207.genome.CDS.1282,group00259
TBepi3207.genome.CDS.2095,group00891
TBepi3207.genome.CDS.2488,group00151
TBepi3207.genome.CDS.2097,group00671
TBepi3207.genome.CDS.2096,group01223
TBepi3207.genome.CDS.2099,group00311
TBepi3207.genome.CDS.2098,group01878
TBepi3207.genome.CDS.1350,group00696
TBepi3207.genome.CDS.1936,group01505
TBepi3207.genome.CDS.2246,group01585
TBepi3207.genome.CDS.2158,group00893
TBepi3207.genome.CDS.2426,group00014
TBepi3207.genome.CDS.2162,group02325
TBepi3207.genome.CDS.2159,group00762
TBepi3207.genome.CDS.2251,group02270
TBepi3207.genome.CDS.1321,group00132
TBepi3207.genome.CDS.1876,group00981
TBepi3207.genome.CDS.1877,group00071
TBepi3207.genome.CDS.1874,group00142
TBepi3207.genome.CDS.2522,group01068
TBepi3207.genome.CDS.1872,group00149
TBepi3207.genome.CDS.1873,group00253
TBepi3207.genome.CDS.1870,group00937
TBepi3207.genome.CDS.1833,group02095
TBepi3207.genome.CDS.1977,group01308
TBepi3207.genome.CDS.1976,group00000
TBepi3207.genome.CDS.1975,group00474
TBepi3207.genome.CDS.1974,group00173
TBepi3207.genome.CDS.1973,group00044
TBepi3207.genome.CDS.1972,group03297
TBepi3207.genome.CDS.1971,group01486
TBepi3207.genome.CDS.1879,group01305
TBepi3207.genome.CDS.2008,group01427
TBepi3207.genome.CDS.2009,group00907
TBepi3207.genome.CDS.1498,group02318
TBepi3207.genome.CDS.2527,group01540
TBepi3207.genome.CDS.1311,group01033
TBepi3207.genome.CDS.1327,group00034
TBepi3207.genome.CDS.2002,group01581
TBepi3207.genome.CDS.2003,group00339
TBepi3207.genome.CDS.2000,group01804
TBepi3207.genome.CDS.2001,group01565
TBepi3207.genome.CDS.2006,group01462
TBepi3207.genome.CDS.2007,group01596
TBepi3207.genome.CDS.791,group00728
TBepi3207.genome.CDS.2005,group01595
TBepi3207.genome.CDS.1599,group00417
TBepi3207.genome.CDS.1325,group00100
TBepi3207.genome.CDS.2528,group02583
TBepi3207.genome.CDS.1322,group00155
TBepi3207.genome.CDS.1506,group01255
TBepi3207.genome.CDS.1553,group00458
TBepi3207.genome.CDS.494,group02612
TBepi3207.genome.CDS.1978,group01350
TBepi3207.genome.CDS.2258,group00834
TBepi3207.genome.CDS.491,group00863
TBepi3207.genome.CDS.1594,group00733
TBepi3207.genome.CDS.2154,group00039
TBepi3207.genome.CDS.1517,group00135
TBepi3207.genome.CDS.1907,group00561
TBepi3207.genome.CDS.2398,group00571
TBepi3207.genome.CDS.2399,group00456
TBepi3207.genome.CDS.2392,group00334
TBepi3207.genome.CDS.2393,group00170
TBepi3207.genome.CDS.2390,group00196
TBepi3207.genome.CDS.2391,group00295
TBepi3207.genome.CDS.2396,group00630
TBepi3207.genome.CDS.2397,group00143
TBepi3207.genome.CDS.2394,group00963
TBepi3207.genome.CDS.2395,group00591
TBepi3207.genome.CDS.1707,group00426
TBepi3207.genome.CDS.1184,group02306
TBepi3207.genome.CDS.2404,group00032
TBepi3207.genome.CDS.1597,group01084
TBepi3207.genome.CDS.2555,group00482
TBepi3207.genome.CDS.1458,group00492
TBepi3207.genome.CDS.1459,group00461
TBepi3207.genome.CDS.1751,group01654
TBepi3207.genome.CDS.1750,group02113
TBepi3207.genome.CDS.1757,group00605
TBepi3207.genome.CDS.1756,group01996
TBepi3207.genome.CDS.1755,group02604
TBepi3207.genome.CDS.1754,group01995
TBepi3207.genome.CDS.1450,group00720
TBepi3207.genome.CDS.1289,group01209
TBepi3207.genome.CDS.1898,group01081
TBepi3207.genome.CDS.1758,group00660
TBepi3207.genome.CDS.1454,group00268
TBepi3207.genome.CDS.1455,group00445
TBepi3207.genome.CDS.1456,group00326
TBepi3207.genome.CDS.1457,group00404
TBepi3207.genome.CDS.1638,group01537
TBepi3207.genome.CDS.1984,group00437
TBepi3207.genome.CDS.644,group02443
TBepi3207.genome.CDS.2102,group00752
TBepi3207.genome.CDS.2553,group00621
TBepi3207.genome.CDS.1058,group01238
TBepi3207.genome.CDS.2101,group00870
TBepi3207.genome.CDS.1285,group01205
TBepi3207.genome.CDS.2100,group00691
TBepi3207.genome.CDS.1505,group00432
TBepi3207.genome.CDS.2414,group01086
TBepi3207.genome.CDS.1336,group01283
TBepi3207.genome.CDS.2410,group00578
TBepi3207.genome.CDS.721,group00694
TBepi3207.genome.CDS.2539,group00714
TBepi3207.genome.CDS.2417,group00751
TBepi3207.genome.CDS.2454,group00373
TBepi3207.genome.CDS.1335,group00353
TBepi3207.genome.CDS.1334,group00804
TBepi3207.genome.CDS.1337,group01493
TBepi3207.genome.CDS.2416,group00497
TBepi3207.genome.CDS.1623,group00610
TBepi3207.genome.CDS.1622,group00618
TBepi3207.genome.CDS.1621,group00619
TBepi3207.genome.CDS.1460,group00606
TBepi3207.genome.CDS.2499,group02324
TBepi3207.genome.CDS.2411,group00654
TBepi3207.genome.CDS.2104,group01924
TBepi3207.genome.CDS.1339,group01138
TBepi3207.genome.CDS.1338,group01056
TBepi3207.genome.CDS.1629,group00528
TBepi3207.genome.CDS.1280,group00579
TBepi3207.genome.CDS.2507,group00616
TBepi3207.genome.CDS.2506,group00328
TBepi3207.genome.CDS.2505,group00688
TBepi3207.genome.CDS.2504,group00611
TBepi3207.genome.CDS.2503,group00715
TBepi3207.genome.CDS.2413,group00750
TBepi3207.genome.CDS.1988,group00027
TBepi3207.genome.CDS.2500,group00820
TBepi3207.genome.CDS.1986,group00240
TBepi3207.genome.CDS.1987,group00027
TBepi3207.genome.CDS.2134,group00987
TBepi3207.genome.CDS.1985,group00225
TBepi3207.genome.CDS.1982,group00147
TBepi3207.genome.CDS.2133,group00690
TBepi3207.genome.CDS.2130,group00901
TBepi3207.genome.CDS.2508,group00595
TBepi3207.genome.CDS.2433,group01038
TBepi3207.genome.CDS.2432,group00641
TBepi3207.genome.CDS.2431,group00947
TBepi3207.genome.CDS.1633,group00866
TBepi3207.genome.CDS.2437,group00029
TBepi3207.genome.CDS.2436,group02319
TBepi3207.genome.CDS.2435,group00265
TBepi3207.genome.CDS.2434,group00061
TBepi3207.genome.CDS.2457,group01987
TBepi3207.genome.CDS.2439,group02107
TBepi3207.genome.CDS.2438,group01114
TBepi3207.genome.CDS.1586,group01231
TBepi3207.genome.CDS.2167,group02120
TBepi3207.genome.CDS.2274,group01590
TBepi3207.genome.CDS.1523,group01288
TBepi3207.genome.CDS.2467,group01011
TBepi3207.genome.CDS.2222,group00199
TBepi3207.genome.CDS.2223,group00023
TBepi3207.genome.CDS.1939,group00792
TBepi3207.genome.CDS.1938,group01712
TBepi3207.genome.CDS.2226,group03312
TBepi3207.genome.CDS.1525,group01355
TBepi3207.genome.CDS.2224,group01020
TBepi3207.genome.CDS.1527,group00439
TBepi3207.genome.CDS.2183,group01584
TBepi3207.genome.CDS.2182,group01007
TBepi3207.genome.CDS.2228,group00124
TBepi3207.genome.CDS.1930,group01464
TBepi3207.genome.CDS.2187,group01131
TBepi3207.genome.CDS.2186,group00886
TBepi3207.genome.CDS.2185,group00865
TBepi3207.genome.CDS.1934,group01699
TBepi3207.genome.CDS.1559,group00172
TBepi3207.genome.CDS.2349,group01053
TBepi3207.genome.CDS.2348,group01635
TBepi3207.genome.CDS.2345,group00841
TBepi3207.genome.CDS.2344,group00581
TBepi3207.genome.CDS.1980,group00067
TBepi3207.genome.CDS.2346,group00637
TBepi3207.genome.CDS.2363,group00105
TBepi3207.genome.CDS.2340,group01212
TBepi3207.genome.CDS.2343,group00502
TBepi3207.genome.CDS.1730,group00942
TBepi3207.genome.CDS.1452,group00565
TBepi3207.genome.CDS.1708,group00318
TBepi3207.genome.CDS.1709,group00778
TBepi3207.genome.CDS.1931,group00079
TBepi3207.genome.CDS.1981,group00111
TBepi3207.genome.CDS.2129,group00052
TBepi3207.genome.CDS.2046,group01261
TBepi3207.genome.CDS.2047,group00744
TBepi3207.genome.CDS.2044,group02100
TBepi3207.genome.CDS.2045,group02323
TBepi3207.genome.CDS.2042,group00192
TBepi3207.genome.CDS.2043,group00548
TBepi3207.genome.CDS.2040,group00090
TBepi3207.genome.CDS.2041,group00246
TBepi3207.genome.CDS.1288,group01588
TBepi3207.genome.CDS.1664,group00756
TBepi3207.genome.CDS.2248,group03316
TBepi3207.genome.CDS.1508,group01867
TBepi3207.genome.CDS.2048,group00839
TBepi3207.genome.CDS.2049,group00692
TBepi3207.genome.CDS.2324,group00686
TBepi3207.genome.CDS.1701,group00239
TBepi3207.genome.CDS.1595,group00489
TBepi3207.genome.CDS.1858,group03288
TBepi3207.genome.CDS.2066,group00959
TBepi3207.genome.CDS.1405,group00965
TBepi3207.genome.CDS.2322,group00909
TBepi3207.genome.CDS.2498,group00852
TBepi3207.genome.CDS.1929,group01099
TBepi3207.genome.CDS.1703,group00089
TBepi3207.genome.CDS.919,group01258
TBepi3207.genome.CDS.1868,group01204
TBepi3207.genome.CDS.1796,group00716
TBepi3207.genome.CDS.1916,group00705
TBepi3207.genome.CDS.103,group00864
TBepi3207.genome.CDS.2070,group03304
TBepi3207.genome.CDS.2492,group00274
TBepi3207.genome.CDS.2117,group01722
TBepi3207.genome.CDS.1373,group01029
TBepi3207.genome.CDS.2299,group00294
TBepi3207.genome.CDS.2298,group01784
TBepi3207.genome.CDS.2297,group01993
TBepi3207.genome.CDS.1806,group00319
TBepi3207.genome.CDS.1805,group01164
TBepi3207.genome.CDS.1804,group01250
TBepi3207.genome.CDS.1803,group00223
TBepi3207.genome.CDS.1802,group00241
TBepi3207.genome.CDS.2291,group01145
TBepi3207.genome.CDS.2290,group02115
TBepi3207.genome.CDS.1501,group01483
TBepi3207.genome.CDS.1850,group00620
TBepi3207.genome.CDS.1386,group00044
TBepi3207.genome.CDS.1507,group00430
TBepi3207.genome.CDS.1414,group00441
TBepi3207.genome.CDS.1415,group00331
TBepi3207.genome.CDS.1416,group00332
TBepi3207.genome.CDS.1141,group01046
TBepi3207.genome.CDS.1410,group00290
TBepi3207.genome.CDS.1411,group00769
TBepi3207.genome.CDS.1412,group00811
TBepi3207.genome.CDS.1413,group00880
TBepi3207.genome.CDS.1069,group00228
TBepi3207.genome.CDS.400,group01046
TBepi3207.genome.CDS.1418,group00498
TBepi3207.genome.CDS.1419,group00377
TBepi3207.genome.CDS.2287,group00727
TBepi3207.genome.CDS.1753,group01881
TBepi3207.genome.CDS.1752,group02603
TBepi3207.genome.CDS.2199,group02398
TBepi3207.genome.CDS.1383,group01336
TBepi3207.genome.CDS.2111,group02320
TBepi3207.genome.CDS.2342,group03320
TBepi3207.genome.CDS.813,group03309
TBepi3207.genome.CDS.609,group00631
TBepi3207.genome.CDS.608,group00071
TBepi3207.genome.CDS.2209,group01370
TBepi3207.genome.CDS.1232,group00685
TBepi3207.genome.CDS.601,group01863
TBepi3207.genome.CDS.602,group03289
TBepi3207.genome.CDS.1461,group00183
TBepi3207.genome.CDS.1555,group00708
TBepi3207.genome.CDS.1463,group00133
TBepi3207.genome.CDS.1462,group00879
TBepi3207.genome.CDS.1465,group00480
TBepi3207.genome.CDS.1464,group00830
TBepi3207.genome.CDS.1467,group00323
TBepi3207.genome.CDS.2216,group00042
TBepi3207.genome.CDS.1469,group00547
TBepi3207.genome.CDS.1468,group00484
TBepi3207.genome.CDS.1885,group03292
TBepi3207.genome.CDS.2112,group01085
TBepi3207.genome.CDS.675,group01655
TBepi3207.genome.CDS.1663,group02590
TBepi3207.genome.CDS.1662,group02104
TBepi3207.genome.CDS.1661,group01249
TBepi3207.genome.CDS.1660,group01313
TBepi3207.genome.CDS.1667,group00390
TBepi3207.genome.CDS.1666,group01048
TBepi3207.genome.CDS.1665,group00263
TBepi3207.genome.CDS.819,group02129
TBepi3207.genome.CDS.1700,group00271
TBepi3207.genome.CDS.1883,group03291
TBepi3207.genome.CDS.1669,group00826
TBepi3207.genome.CDS.1668,group01073
TBepi3207.genome.CDS.1704,group00436
TBepi3207.genome.CDS.1759,group00573
TBepi3207.genome.CDS.1706,group00389
TBepi3207.genome.CDS.1882,group00181
TBepi3207.genome.CDS.1384,group00890
TBepi3207.genome.CDS.1385,group00375
TBepi3207.genome.CDS.997,group01327
TBepi3207.genome.CDS.1387,group00766
TBepi3207.genome.CDS.1380,group00024
TBepi3207.genome.CDS.1881,group00536
TBepi3207.genome.CDS.1382,group01767
TBepi3207.genome.CDS.992,group01805
TBepi3207.genome.CDS.2210,group00575
TBepi3207.genome.CDS.1388,group00260
TBepi3207.genome.CDS.1389,group00429
TBepi3207.genome.CDS.2194,group01309
TBepi3207.genome.CDS.1866,group01633
TBepi3207.genome.CDS.1925,group01764
TBepi3207.genome.CDS.2450,group00774
TBepi3207.genome.CDS.2196,group00012
TBepi3207.genome.CDS.2495,group00157
TBepi3207.genome.CDS.2494,group00121
TBepi3207.genome.CDS.2145,group00614
TBepi3207.genome.CDS.1369,group00677
TBepi3207.genome.CDS.2143,group00789
TBepi3207.genome.CDS.2142,group00883
TBepi3207.genome.CDS.2493,group00121
TBepi3207.genome.CDS.2140,group00911
TBepi3207.genome.CDS.1362,group00065
TBepi3207.genome.CDS.1363,group00338
TBepi3207.genome.CDS.1360,group00126
TBepi3207.genome.CDS.1361,group00146
TBepi3207.genome.CDS.1366,group00068
TBepi3207.genome.CDS.976,group00957
TBepi3207.genome.CDS.1364,group00258
TBepi3207.genome.CDS.2148,group00008
TBepi3207.genome.CDS.1942,group01030
TBepi3207.genome.CDS.1568,group03271
TBepi3207.genome.CDS.2219,group00746
TBepi3207.genome.CDS.2268,group00549
TBepi3207.genome.CDS.2269,group00003
TBepi3207.genome.CDS.2266,group00463
TBepi3207.genome.CDS.1565,group00072
TBepi3207.genome.CDS.1566,group00985
TBepi3207.genome.CDS.1567,group00248
TBepi3207.genome.CDS.2262,group01051
TBepi3207.genome.CDS.1561,group00122
TBepi3207.genome.CDS.2260,group00451
TBepi3207.genome.CDS.2261,group01061
TBepi3207.genome.CDS.2468,group00397
TBepi3207.genome.CDS.2542,group00701
TBepi3207.genome.CDS.2541,group00324
TBepi3207.genome.CDS.2547,group00589
TBepi3207.genome.CDS.2546,group00391
TBepi3207.genome.CDS.2545,group00797
TBepi3207.genome.CDS.2544,group00850
TBepi3207.genome.CDS.2460,group00713
TBepi3207.genome.CDS.1869,group00167
TBepi3207.genome.CDS.2501,group00824
TBepi3207.genome.CDS.2463,group00140
TBepi3207.genome.CDS.2464,group00026
TBepi3207.genome.CDS.2465,group00203
TBepi3207.genome.CDS.2466,group00794
TBepi3207.genome.CDS.1947,group00627
TBepi3207.genome.CDS.1741,group01032
TBepi3207.genome.CDS.2139,group00270
TBepi3207.genome.CDS.1521,group00854
TBepi3207.genome.CDS.1324,group00131
TBepi3207.genome.CDS.1573,group00278
TBepi3207.genome.CDS.2312,group02607
TBepi3207.genome.CDS.1518,group00646
TBepi3207.genome.CDS.2310,group01094
TBepi3207.genome.CDS.2311,group01550
TBepi3207.genome.CDS.2316,group01636
TBepi3207.genome.CDS.2317,group02606
TBepi3207.genome.CDS.2314,group00077
TBepi3207.genome.CDS.2146,group00699
TBepi3207.genome.CDS.1511,group00396
TBepi3207.genome.CDS.1510,group01024
TBepi3207.genome.CDS.1513,group00955
TBepi3207.genome.CDS.1840,group00351
TBepi3207.genome.CDS.1515,group00978
TBepi3207.genome.CDS.1368,group00276
TBepi3207.genome.CDS.1845,group01115
TBepi3207.genome.CDS.1516,group01028
TBepi3207.genome.CDS.2082,group03305
TBepi3207.genome.CDS.2083,group00123
TBepi3207.genome.CDS.2080,group01554
TBepi3207.genome.CDS.2144,group00536
TBepi3207.genome.CDS.2086,group00609
TBepi3207.genome.CDS.2087,group00350
TBepi3207.genome.CDS.2084,group00806
TBepi3207.genome.CDS.2085,group00229
TBepi3207.genome.CDS.2491,group00309
TBepi3207.genome.CDS.2088,group00267
TBepi3207.genome.CDS.2089,group00673
TBepi3207.genome.CDS.2490,group00273
TBepi3207.genome.CDS.64,group00721
TBepi3207.genome.CDS.1937,group01482
TBepi3207.genome.CDS.2141,group00788
TBepi3207.genome.CDS.2215,group00017
TBepi3207.genome.CDS.1765,group00280
TBepi3207.genome.CDS.2548,group00651
TBepi3207.genome.CDS.1818,group00272
TBepi3207.genome.CDS.1341,group00500
TBepi3207.genome.CDS.1689,group00194
TBepi3207.genome.CDS.1961,group00667
TBepi3207.genome.CDS.1962,group00494
TBepi3207.genome.CDS.1963,group00462
TBepi3207.genome.CDS.1964,group00298
TBepi3207.genome.CDS.1965,group00008
TBepi3207.genome.CDS.1966,group03296
TBepi3207.genome.CDS.1967,group01651
TBepi3207.genome.CDS.1681,group01649
TBepi3207.genome.CDS.1680,group01847
TBepi3207.genome.CDS.1683,group00448
TBepi3207.genome.CDS.1682,group01111
TBepi3207.genome.CDS.1685,group00387
TBepi3207.genome.CDS.1684,group00449
TBepi3207.genome.CDS.1687,group00137
TBepi3207.genome.CDS.1686,group00348
TBepi3207.genome.CDS.2118,group02594
TBepi3207.genome.CDS.2214,group00702
TBepi3207.genome.CDS.2039,group00765
TBepi3207.genome.CDS.2038,group00317
TBepi3207.genome.CDS.2037,group00109
TBepi3207.genome.CDS.2036,group00531
TBepi3207.genome.CDS.2035,group00179
TBepi3207.genome.CDS.2034,group00180
TBepi3207.genome.CDS.2033,group00238
TBepi3207.genome.CDS.2032,group00913
TBepi3207.genome.CDS.2031,group01021
TBepi3207.genome.CDS.2030,group01083
TBepi3207.genome.CDS.1524,group01233
TBepi3207.genome.CDS.2149,group00171
TBepi3207.genome.CDS.1365,group00066
TBepi3207.genome.CDS.2147,group00568
