MEint885.genome.CDS.1082,group00244
MEint885.genome.CDS.1067,group00891
MEint885.genome.CDS.1514,group04026
MEint885.genome.CDS.1515,group01139
MEint885.genome.CDS.1268,group04014
MEint885.genome.CDS.1517,group01511
MEint885.genome.CDS.1510,group00654
MEint885.genome.CDS.1511,group00578
MEint885.genome.CDS.1512,group00114
MEint885.genome.CDS.1513,group00049
MEint885.genome.CDS.1262,group00631
MEint885.genome.CDS.1263,group01022
MEint885.genome.CDS.1260,group01186
MEint885.genome.CDS.1261,group00071
MEint885.genome.CDS.1266,group01022
MEint885.genome.CDS.1267,group01226
MEint885.genome.CDS.1264,group00653
MEint885.genome.CDS.1265,group01745
MEint885.genome.CDS.900,group00718
MEint885.genome.CDS.1672,group00878
MEint885.genome.CDS.1117,group00702
MEint885.genome.CDS.1329,group01108
MEint885.genome.CDS.1328,group00950
MEint885.genome.CDS.1546,group00076
MEint885.genome.CDS.1300,group01788
MEint885.genome.CDS.1351,group00601
MEint885.genome.CDS.472,group00397
MEint885.genome.CDS.1428,group02098
MEint885.genome.CDS.1429,group02622
MEint885.genome.CDS.1420,group01846
MEint885.genome.CDS.1421,group01085
MEint885.genome.CDS.1422,group04022
MEint885.genome.CDS.1423,group01998
MEint885.genome.CDS.1424,group01394
MEint885.genome.CDS.1425,group01830
MEint885.genome.CDS.1426,group02706
MEint885.genome.CDS.1427,group02584
MEint885.genome.CDS.1165,group00649
MEint885.genome.CDS.1164,group00855
MEint885.genome.CDS.1167,group00429
MEint885.genome.CDS.1161,group00238
MEint885.genome.CDS.1160,group00913
MEint885.genome.CDS.1163,group00179
MEint885.genome.CDS.1162,group00180
MEint885.genome.CDS.1604,group00218
MEint885.genome.CDS.1327,group00780
MEint885.genome.CDS.554,group02385
MEint885.genome.CDS.1607,group00174
MEint885.genome.CDS.1600,group00699
MEint885.genome.CDS.1168,group00260
MEint885.genome.CDS.1602,group00249
MEint885.genome.CDS.1326,group01522
MEint885.genome.CDS.1474,group01572
MEint885.genome.CDS.839,group01025
MEint885.genome.CDS.838,group00024
MEint885.genome.CDS.837,group00935
MEint885.genome.CDS.836,group01476
MEint885.genome.CDS.899,group00217
MEint885.genome.CDS.898,group00206
MEint885.genome.CDS.1574,group00876
MEint885.genome.CDS.1697,group00473
MEint885.genome.CDS.1696,group00997
MEint885.genome.CDS.1695,group00524
MEint885.genome.CDS.1694,group00112
MEint885.genome.CDS.1693,group00661
MEint885.genome.CDS.1692,group00813
MEint885.genome.CDS.1691,group00713
MEint885.genome.CDS.1690,group00153
MEint885.genome.CDS.1516,group00940
MEint885.genome.CDS.1699,group00809
MEint885.genome.CDS.1698,group00648
MEint885.genome.CDS.1110,group02132
MEint885.genome.CDS.1111,group00678
MEint885.genome.CDS.1112,group00952
MEint885.genome.CDS.1114,group00746
MEint885.genome.CDS.1115,group00042
MEint885.genome.CDS.1116,group00747
MEint885.genome.CDS.892,group00533
MEint885.genome.CDS.1118,group00404
MEint885.genome.CDS.1119,group00326
MEint885.genome.CDS.1571,group01597
MEint885.genome.CDS.1071,group01474
MEint885.genome.CDS.1070,group00857
MEint885.genome.CDS.1713,group01707
MEint885.genome.CDS.897,group00320
MEint885.genome.CDS.1379,group00382
MEint885.genome.CDS.1499,group01121
MEint885.genome.CDS.1498,group00430
MEint885.genome.CDS.1075,group00097
MEint885.genome.CDS.1491,group00537
MEint885.genome.CDS.1490,group04024
MEint885.genome.CDS.1493,group00780
MEint885.genome.CDS.1074,group00062
MEint885.genome.CDS.1495,group00973
MEint885.genome.CDS.1494,group01522
MEint885.genome.CDS.1497,group01097
MEint885.genome.CDS.1496,group01071
MEint885.genome.CDS.1024,group00324
MEint885.genome.CDS.1025,group00701
MEint885.genome.CDS.1189,group00334
MEint885.genome.CDS.1188,group00295
MEint885.genome.CDS.1020,group00768
MEint885.genome.CDS.1021,group00714
MEint885.genome.CDS.1022,group01215
MEint885.genome.CDS.1023,group00563
MEint885.genome.CDS.1183,group00085
MEint885.genome.CDS.1182,group00041
MEint885.genome.CDS.1181,group00294
MEint885.genome.CDS.1180,group00166
MEint885.genome.CDS.1187,group00196
MEint885.genome.CDS.1186,group00101
MEint885.genome.CDS.1185,group00077
MEint885.genome.CDS.1184,group00019
MEint885.genome.CDS.909,group00414
MEint885.genome.CDS.908,group00413
MEint885.genome.CDS.1349,group00040
MEint885.genome.CDS.1348,group04018
MEint885.genome.CDS.1377,group00306
MEint885.genome.CDS.901,group00410
MEint885.genome.CDS.1279,group00175
MEint885.genome.CDS.903,group00050
MEint885.genome.CDS.902,group00333
MEint885.genome.CDS.905,group04029
MEint885.genome.CDS.1340,group01042
MEint885.genome.CDS.907,group00823
MEint885.genome.CDS.906,group00856
MEint885.genome.CDS.1028,group00711
MEint885.genome.CDS.1026,group00685
MEint885.genome.CDS.1175,group00110
MEint885.genome.CDS.1027,group00760
MEint885.genome.CDS.1231,group00536
MEint885.genome.CDS.1385,group00856
MEint885.genome.CDS.1233,group00432
MEint885.genome.CDS.1232,group01183
MEint885.genome.CDS.1235,group00464
MEint885.genome.CDS.1234,group00283
MEint885.genome.CDS.998,group00889
MEint885.genome.CDS.999,group00385
MEint885.genome.CDS.996,group01727
MEint885.genome.CDS.1331,group01512
MEint885.genome.CDS.1332,group00539
MEint885.genome.CDS.1333,group00537
MEint885.genome.CDS.1334,group01003
MEint885.genome.CDS.993,group00620
MEint885.genome.CDS.1336,group00201
MEint885.genome.CDS.1337,group00572
MEint885.genome.CDS.1464,group01289
MEint885.genome.CDS.1465,group01024
MEint885.genome.CDS.1549,group00650
MEint885.genome.CDS.1467,group00396
MEint885.genome.CDS.1460,group01519
MEint885.genome.CDS.1509,group00455
MEint885.genome.CDS.1462,group01566
MEint885.genome.CDS.1463,group00503
MEint885.genome.CDS.1543,group00162
MEint885.genome.CDS.1542,group00867
MEint885.genome.CDS.1541,group00136
MEint885.genome.CDS.1540,group00657
MEint885.genome.CDS.1547,group00185
MEint885.genome.CDS.1469,group01028
MEint885.genome.CDS.1545,group00483
MEint885.genome.CDS.1544,group00018
MEint885.genome.CDS.1729,group00659
MEint885.genome.CDS.1728,group00314
MEint885.genome.CDS.1727,group00293
MEint885.genome.CDS.1726,group00144
MEint885.genome.CDS.1725,group00377
MEint885.genome.CDS.1724,group00498
MEint885.genome.CDS.1723,group00079
MEint885.genome.CDS.1722,group00522
MEint885.genome.CDS.1721,group00594
MEint885.genome.CDS.1720,group00595
MEint885.genome.CDS.511,group00291
MEint885.genome.CDS.519,group01327
MEint885.genome.CDS.424,group01147
MEint885.genome.CDS.989,group00380
MEint885.genome.CDS.1006,group00075
MEint885.genome.CDS.1095,group00350
MEint885.genome.CDS.1094,group00345
MEint885.genome.CDS.1097,group00673
MEint885.genome.CDS.1096,group00267
MEint885.genome.CDS.1158,group01083
MEint885.genome.CDS.1090,group00658
MEint885.genome.CDS.1093,group00346
MEint885.genome.CDS.1092,group00347
MEint885.genome.CDS.1154,group00163
MEint885.genome.CDS.1155,group00676
MEint885.genome.CDS.1156,group01008
MEint885.genome.CDS.1157,group00835
MEint885.genome.CDS.1150,group00639
MEint885.genome.CDS.1098,group00902
MEint885.genome.CDS.1152,group00592
MEint885.genome.CDS.1153,group00544
MEint885.genome.CDS.875,group01221
MEint885.genome.CDS.1344,group02014
MEint885.genome.CDS.1347,group00486
MEint885.genome.CDS.1341,group00948
MEint885.genome.CDS.1708,group01643
MEint885.genome.CDS.904,group00139
MEint885.genome.CDS.1653,group01946
MEint885.genome.CDS.1652,group00237
MEint885.genome.CDS.936,group00271
MEint885.genome.CDS.1650,group00123
MEint885.genome.CDS.1657,group00128
MEint885.genome.CDS.1343,group00870
MEint885.genome.CDS.1655,group00279
MEint885.genome.CDS.1654,group00322
MEint885.genome.CDS.1659,group00239
MEint885.genome.CDS.1658,group04031
MEint885.genome.CDS.866,group00788
MEint885.genome.CDS.867,group00883
MEint885.genome.CDS.864,group00270
MEint885.genome.CDS.865,group00911
MEint885.genome.CDS.862,group00650
MEint885.genome.CDS.948,group00574
MEint885.genome.CDS.860,group00185
MEint885.genome.CDS.861,group00996
MEint885.genome.CDS.945,group04032
MEint885.genome.CDS.944,group00318
MEint885.genome.CDS.947,group00353
MEint885.genome.CDS.946,group00536
MEint885.genome.CDS.941,group00431
MEint885.genome.CDS.1384,group00823
MEint885.genome.CDS.868,group00789
MEint885.genome.CDS.869,group01742
MEint885.genome.CDS.1598,group00471
MEint885.genome.CDS.1599,group02500
MEint885.genome.CDS.1594,group00472
MEint885.genome.CDS.1595,group04028
MEint885.genome.CDS.1596,group00012
MEint885.genome.CDS.1597,group00453
MEint885.genome.CDS.1590,group00674
MEint885.genome.CDS.1591,group02708
MEint885.genome.CDS.1592,group00951
MEint885.genome.CDS.1593,group01072
MEint885.genome.CDS.879,group00839
MEint885.genome.CDS.1397,group00906
MEint885.genome.CDS.1673,group00642
MEint885.genome.CDS.1019,group00961
MEint885.genome.CDS.1393,group00737
MEint885.genome.CDS.1684,group00256
MEint885.genome.CDS.871,group01684
MEint885.genome.CDS.870,group01034
MEint885.genome.CDS.1017,group00930
MEint885.genome.CDS.1374,group00394
MEint885.genome.CDS.1375,group00425
MEint885.genome.CDS.1376,group00202
MEint885.genome.CDS.1016,group00846
MEint885.genome.CDS.1370,group00417
MEint885.genome.CDS.1371,group00381
MEint885.genome.CDS.1372,group00257
MEint885.genome.CDS.1373,group00362
MEint885.genome.CDS.1073,group02382
MEint885.genome.CDS.1072,group00266
MEint885.genome.CDS.891,group00532
MEint885.genome.CDS.890,group00470
MEint885.genome.CDS.1077,group00122
MEint885.genome.CDS.896,group00184
MEint885.genome.CDS.895,group00535
MEint885.genome.CDS.894,group00534
MEint885.genome.CDS.1507,group02352
MEint885.genome.CDS.1506,group00226
MEint885.genome.CDS.1505,group00905
MEint885.genome.CDS.1504,group00352
MEint885.genome.CDS.1503,group00903
MEint885.genome.CDS.1013,group01139
MEint885.genome.CDS.1501,group00972
MEint885.genome.CDS.1500,group00904
MEint885.genome.CDS.1275,group00148
MEint885.genome.CDS.1274,group00092
MEint885.genome.CDS.1277,group00198
MEint885.genome.CDS.1276,group00419
MEint885.genome.CDS.1271,group00741
MEint885.genome.CDS.1270,group00466
MEint885.genome.CDS.1273,group00423
MEint885.genome.CDS.1272,group00588
MEint885.genome.CDS.940,group00436
MEint885.genome.CDS.1387,group00364
MEint885.genome.CDS.1100,group00303
MEint885.genome.CDS.1208,group00238
MEint885.genome.CDS.1209,group00913
MEint885.genome.CDS.1200,group00068
MEint885.genome.CDS.1201,group04010
MEint885.genome.CDS.1202,group00429
MEint885.genome.CDS.1204,group00649
MEint885.genome.CDS.1205,group00855
MEint885.genome.CDS.1206,group00179
MEint885.genome.CDS.1207,group00180
MEint885.genome.CDS.1439,group01246
MEint885.genome.CDS.1438,group00922
MEint885.genome.CDS.1433,group02707
MEint885.genome.CDS.1431,group00537
MEint885.genome.CDS.1430,group02699
MEint885.genome.CDS.1437,group02027
MEint885.genome.CDS.1436,group01060
MEint885.genome.CDS.1435,group01676
MEint885.genome.CDS.1434,group01484
MEint885.genome.CDS.1338,group00478
MEint885.genome.CDS.1619,group01162
MEint885.genome.CDS.1618,group00051
MEint885.genome.CDS.1617,group00301
MEint885.genome.CDS.1616,group00177
MEint885.genome.CDS.1615,group00512
MEint885.genome.CDS.1614,group00725
MEint885.genome.CDS.1613,group00383
MEint885.genome.CDS.889,group00468
MEint885.genome.CDS.1611,group00942
MEint885.genome.CDS.1610,group00074
MEint885.genome.CDS.137,group04007
MEint885.genome.CDS.1079,group00172
MEint885.genome.CDS.1227,group01029
MEint885.genome.CDS.1237,group00119
MEint885.genome.CDS.1236,group00118
MEint885.genome.CDS.1330,group01319
MEint885.genome.CDS.1238,group00995
MEint885.genome.CDS.994,group00798
MEint885.genome.CDS.995,group00736
MEint885.genome.CDS.992,group00343
MEint885.genome.CDS.1335,group00628
MEint885.genome.CDS.990,group04006
MEint885.genome.CDS.1482,group00584
MEint885.genome.CDS.991,group00735
MEint885.genome.CDS.1528,group00098
MEint885.genome.CDS.1466,group00929
MEint885.genome.CDS.1103,group00428
MEint885.genome.CDS.1102,group00351
MEint885.genome.CDS.1101,group02630
MEint885.genome.CDS.1548,group00996
MEint885.genome.CDS.1107,group00023
MEint885.genome.CDS.1106,group01271
MEint885.genome.CDS.1105,group01020
MEint885.genome.CDS.1104,group00828
MEint885.genome.CDS.1109,group00577
MEint885.genome.CDS.1108,group00199
MEint885.genome.CDS.1461,group00094
MEint885.genome.CDS.916,group00405
MEint885.genome.CDS.917,group00989
MEint885.genome.CDS.914,group00261
MEint885.genome.CDS.915,group00031
MEint885.genome.CDS.912,group00719
MEint885.genome.CDS.913,group00599
MEint885.genome.CDS.910,group00235
MEint885.genome.CDS.911,group00200
MEint885.genome.CDS.918,group00499
MEint885.genome.CDS.1612,group00862
MEint885.genome.CDS.1550,group00726
MEint885.genome.CDS.1488,group00564
MEint885.genome.CDS.1522,group00398
MEint885.genome.CDS.1037,group00632
MEint885.genome.CDS.1036,group00278
MEint885.genome.CDS.1035,group00210
MEint885.genome.CDS.1034,group00783
MEint885.genome.CDS.1033,group00651
MEint885.genome.CDS.1032,group00589
MEint885.genome.CDS.1031,group00391
MEint885.genome.CDS.1030,group00797
MEint885.genome.CDS.1468,group00978
MEint885.genome.CDS.1039,group01419
MEint885.genome.CDS.1038,group01376
MEint885.genome.CDS.1060,group00305
MEint885.genome.CDS.1230,group00308
MEint885.genome.CDS.859,group00076
MEint885.genome.CDS.858,group00204
MEint885.genome.CDS.857,group00373
MEint885.genome.CDS.856,group00156
MEint885.genome.CDS.855,group00124
MEint885.genome.CDS.854,group00292
MEint885.genome.CDS.853,group00513
MEint885.genome.CDS.852,group01222
MEint885.genome.CDS.851,group00353
MEint885.genome.CDS.850,group00804
MEint885.genome.CDS.1378,group00284
MEint885.genome.CDS.1078,group00115
MEint885.genome.CDS.960,group01483
MEint885.genome.CDS.358,group00864
MEint885.genome.CDS.877,group00474
MEint885.genome.CDS.1244,group02184
MEint885.genome.CDS.1245,group00795
MEint885.genome.CDS.1246,group02097
MEint885.genome.CDS.1247,group01980
MEint885.genome.CDS.1240,group00269
MEint885.genome.CDS.1241,group00506
MEint885.genome.CDS.1242,group00507
MEint885.genome.CDS.1243,group00102
MEint885.genome.CDS.1323,group01097
MEint885.genome.CDS.1322,group00430
MEint885.genome.CDS.1321,group01121
MEint885.genome.CDS.1320,group00904
MEint885.genome.CDS.1248,group02383
MEint885.genome.CDS.1249,group02384
MEint885.genome.CDS.1325,group00973
MEint885.genome.CDS.1324,group01071
MEint885.genome.CDS.1477,group00258
MEint885.genome.CDS.1476,group00066
MEint885.genome.CDS.1475,group00147
MEint885.genome.CDS.1269,group00447
MEint885.genome.CDS.1473,group00111
MEint885.genome.CDS.1472,group00067
MEint885.genome.CDS.1471,group00646
MEint885.genome.CDS.1579,group00160
MEint885.genome.CDS.1576,group00769
MEint885.genome.CDS.1577,group00722
MEint885.genome.CDS.1715,group01495
MEint885.genome.CDS.1575,group00222
MEint885.genome.CDS.1572,group00640
MEint885.genome.CDS.1573,group00875
MEint885.genome.CDS.1479,group00065
MEint885.genome.CDS.1478,group00338
MEint885.genome.CDS.1712,group01159
MEint885.genome.CDS.1051,group01231
MEint885.genome.CDS.1710,group00687
MEint885.genome.CDS.1711,group01205
MEint885.genome.CDS.1716,group00027
MEint885.genome.CDS.1717,group01785
MEint885.genome.CDS.1714,group01487
MEint885.genome.CDS.1050,group00247
MEint885.genome.CDS.1718,group01338
MEint885.genome.CDS.1719,group00616
MEint885.genome.CDS.1518,group01109
MEint885.genome.CDS.1519,group00384
MEint885.genome.CDS.1059,group00854
MEint885.genome.CDS.1339,group02642
MEint885.genome.CDS.1058,group00587
MEint885.genome.CDS.1669,group00155
MEint885.genome.CDS.1492,group00950
MEint885.genome.CDS.1149,group00645
MEint885.genome.CDS.1148,group00401
MEint885.genome.CDS.1147,group00368
MEint885.genome.CDS.1146,group01238
MEint885.genome.CDS.1145,group00230
MEint885.genome.CDS.1144,group00365
MEint885.genome.CDS.1143,group00105
MEint885.genome.CDS.1142,group00092
MEint885.genome.CDS.1141,group00093
MEint885.genome.CDS.1140,group00055
MEint885.genome.CDS.1278,group00091
MEint885.genome.CDS.847,group00648
MEint885.genome.CDS.1076,group00098
MEint885.genome.CDS.1291,group00057
MEint885.genome.CDS.1666,group00131
MEint885.genome.CDS.1667,group00781
MEint885.genome.CDS.1664,group00099
MEint885.genome.CDS.1665,group00100
MEint885.genome.CDS.1662,group00566
MEint885.genome.CDS.1663,group00700
MEint885.genome.CDS.1660,group00271
MEint885.genome.CDS.1661,group00675
MEint885.genome.CDS.938,group00717
MEint885.genome.CDS.1668,group00567
MEint885.genome.CDS.1296,group00018
MEint885.genome.CDS.958,group01119
MEint885.genome.CDS.959,group00012
MEint885.genome.CDS.1239,group00779
MEint885.genome.CDS.952,group00839
MEint885.genome.CDS.953,group00744
MEint885.genome.CDS.950,group00692
MEint885.genome.CDS.951,group01406
MEint885.genome.CDS.956,group00910
MEint885.genome.CDS.957,group01007
MEint885.genome.CDS.954,group00474
MEint885.genome.CDS.955,group02611
MEint885.genome.CDS.934,group00566
MEint885.genome.CDS.1589,group00699
MEint885.genome.CDS.935,group00675
MEint885.genome.CDS.1587,group00471
MEint885.genome.CDS.1586,group00453
MEint885.genome.CDS.1585,group00012
MEint885.genome.CDS.1584,group00392
MEint885.genome.CDS.1583,group00275
MEint885.genome.CDS.1582,group00354
MEint885.genome.CDS.1581,group00134
MEint885.genome.CDS.1580,group00159
MEint885.genome.CDS.1298,group01446
MEint885.genome.CDS.1382,group00545
MEint885.genome.CDS.1356,group00090
MEint885.genome.CDS.1357,group00246
MEint885.genome.CDS.932,group00099
MEint885.genome.CDS.933,group00700
MEint885.genome.CDS.1538,group00106
MEint885.genome.CDS.1539,group00299
MEint885.genome.CDS.1532,group00121
MEint885.genome.CDS.1533,group00157
MEint885.genome.CDS.1530,group00274
MEint885.genome.CDS.1588,group02500
MEint885.genome.CDS.1536,group00852
MEint885.genome.CDS.1537,group00104
MEint885.genome.CDS.1534,group00158
MEint885.genome.CDS.1535,group00059
MEint885.genome.CDS.843,group01107
MEint885.genome.CDS.257,group00745
MEint885.genome.CDS.888,group00030
MEint885.genome.CDS.1366,group04017
MEint885.genome.CDS.1365,group00338
MEint885.genome.CDS.1364,group00065
MEint885.genome.CDS.1363,group00146
MEint885.genome.CDS.1362,group00126
MEint885.genome.CDS.1048,group00213
MEint885.genome.CDS.1360,group00186
MEint885.genome.CDS.880,group04019
MEint885.genome.CDS.881,group02187
MEint885.genome.CDS.1044,group00220
MEint885.genome.CDS.883,group00761
MEint885.genome.CDS.884,group00933
MEint885.genome.CDS.885,group00633
MEint885.genome.CDS.886,group00951
MEint885.genome.CDS.887,group00243
MEint885.genome.CDS.1280,group01096
MEint885.genome.CDS.1281,group01055
MEint885.genome.CDS.1282,group00259
MEint885.genome.CDS.1283,group00096
MEint885.genome.CDS.1284,group00316
MEint885.genome.CDS.1285,group01126
MEint885.genome.CDS.929,group00781
MEint885.genome.CDS.1287,group00612
MEint885.genome.CDS.927,group00155
MEint885.genome.CDS.1289,group00002
MEint885.genome.CDS.925,group00127
MEint885.genome.CDS.924,group00878
MEint885.genome.CDS.923,group00642
MEint885.genome.CDS.922,group01409
MEint885.genome.CDS.921,group00205
MEint885.genome.CDS.920,group00627
MEint885.genome.CDS.1002,group00758
MEint885.genome.CDS.1003,group00078
MEint885.genome.CDS.1029,group00850
MEint885.genome.CDS.846,group00473
MEint885.genome.CDS.928,group00567
MEint885.genome.CDS.1219,group00276
MEint885.genome.CDS.1218,group01235
MEint885.genome.CDS.1213,group00068
MEint885.genome.CDS.1212,group00047
MEint885.genome.CDS.1211,group04011
MEint885.genome.CDS.1210,group01021
MEint885.genome.CDS.1217,group01199
MEint885.genome.CDS.1216,group00970
MEint885.genome.CDS.1215,group00064
MEint885.genome.CDS.1007,group00182
MEint885.genome.CDS.842,group01378
MEint885.genome.CDS.1408,group01320
MEint885.genome.CDS.1409,group01316
MEint885.genome.CDS.1406,group02012
MEint885.genome.CDS.1407,group01310
MEint885.genome.CDS.1404,group00271
MEint885.genome.CDS.1405,group01888
MEint885.genome.CDS.1402,group01756
MEint885.genome.CDS.1403,group00871
MEint885.genome.CDS.1400,group01262
MEint885.genome.CDS.1401,group00939
MEint885.genome.CDS.1622,group02348
MEint885.genome.CDS.1623,group02334
MEint885.genome.CDS.1620,group00552
MEint885.genome.CDS.1621,group02360
MEint885.genome.CDS.1626,group01947
MEint885.genome.CDS.1627,group01846
MEint885.genome.CDS.1624,group01609
MEint885.genome.CDS.1625,group02185
MEint885.genome.CDS.1628,group00915
MEint885.genome.CDS.1629,group00452
MEint885.genome.CDS.1449,group00017
MEint885.genome.CDS.1091,group01607
MEint885.genome.CDS.1159,group01021
MEint885.genome.CDS.1443,group01307
MEint885.genome.CDS.1099,group00154
MEint885.genome.CDS.1151,group00116
MEint885.genome.CDS.987,group00388
MEint885.genome.CDS.986,group00507
MEint885.genome.CDS.1136,group00331
MEint885.genome.CDS.1137,group00441
MEint885.genome.CDS.1134,group00360
MEint885.genome.CDS.1135,group00332
MEint885.genome.CDS.1132,group00079
MEint885.genome.CDS.1133,group00130
MEint885.genome.CDS.1130,group01018
MEint885.genome.CDS.1131,group00022
MEint885.genome.CDS.1138,group00880
MEint885.genome.CDS.1139,group00046
MEint885.genome.CDS.963,group00027
MEint885.genome.CDS.962,group01142
MEint885.genome.CDS.961,group02317
MEint885.genome.CDS.1225,group00277
MEint885.genome.CDS.967,group01208
MEint885.genome.CDS.966,group01096
MEint885.genome.CDS.965,group00225
MEint885.genome.CDS.964,group00240
MEint885.genome.CDS.969,group01189
MEint885.genome.CDS.968,group00434
MEint885.genome.CDS.1308,group01124
MEint885.genome.CDS.1609,group00893
MEint885.genome.CDS.1558,group01396
MEint885.genome.CDS.1345,group02013
MEint885.genome.CDS.1559,group00227
MEint885.genome.CDS.1008,group00211
MEint885.genome.CDS.1009,group00915
MEint885.genome.CDS.848,group00809
MEint885.genome.CDS.1605,group00607
MEint885.genome.CDS.844,group00803
MEint885.genome.CDS.845,group00997
MEint885.genome.CDS.1000,group00233
MEint885.genome.CDS.1001,group00420
MEint885.genome.CDS.840,group00242
MEint885.genome.CDS.841,group01402
MEint885.genome.CDS.1004,group00195
MEint885.genome.CDS.1005,group00164
MEint885.genome.CDS.1448,group00954
MEint885.genome.CDS.1531,group02650
MEint885.genome.CDS.1442,group00224
MEint885.genome.CDS.1169,group00766
MEint885.genome.CDS.1440,group01223
MEint885.genome.CDS.1441,group00814
MEint885.genome.CDS.1446,group00748
MEint885.genome.CDS.1447,group01513
MEint885.genome.CDS.1444,group00983
MEint885.genome.CDS.1445,group01196
MEint885.genome.CDS.368,group04012
MEint885.genome.CDS.1418,group00011
MEint885.genome.CDS.1470,group00135
MEint885.genome.CDS.1603,group00407
MEint885.genome.CDS.1257,group01080
MEint885.genome.CDS.1256,group00117
MEint885.genome.CDS.1255,group00869
MEint885.genome.CDS.1254,group00684
MEint885.genome.CDS.1253,group00583
MEint885.genome.CDS.1252,group00319
MEint885.genome.CDS.1251,group04013
MEint885.genome.CDS.1319,group00972
MEint885.genome.CDS.1316,group00352
MEint885.genome.CDS.1317,group00903
MEint885.genome.CDS.1314,group00021
MEint885.genome.CDS.1315,group04015
MEint885.genome.CDS.1312,group01124
MEint885.genome.CDS.1313,group00838
MEint885.genome.CDS.1310,group00021
MEint885.genome.CDS.1258,group00981
MEint885.genome.CDS.1561,group00412
MEint885.genome.CDS.1560,group00297
MEint885.genome.CDS.1563,group00366
MEint885.genome.CDS.1562,group00296
MEint885.genome.CDS.1565,group00376
MEint885.genome.CDS.1564,group00252
MEint885.genome.CDS.1567,group00526
MEint885.genome.CDS.1566,group00799
MEint885.genome.CDS.1569,group00553
MEint885.genome.CDS.1568,group00965
MEint885.genome.CDS.1705,group00443
MEint885.genome.CDS.1704,group01414
MEint885.genome.CDS.1707,group00380
MEint885.genome.CDS.1706,group00272
MEint885.genome.CDS.1701,group01046
MEint885.genome.CDS.1700,group01092
MEint885.genome.CDS.1703,group00212
MEint885.genome.CDS.1702,group00403
MEint885.genome.CDS.1709,group01642
MEint885.genome.CDS.893,group00307
