MEint2297.genome.CDS.2290,group00702
MEint2297.genome.CDS.2506,group00043
MEint2297.genome.CDS.2507,group01299
MEint2297.genome.CDS.2555,group00362
MEint2297.genome.CDS.260,group00476
MEint2297.genome.CDS.1951,group00911
MEint2297.genome.CDS.1952,group00270
MEint2297.genome.CDS.2228,group00173
MEint2297.genome.CDS.2559,group00306
MEint2297.genome.CDS.2168,group00580
MEint2297.genome.CDS.2169,group00523
MEint2297.genome.CDS.2162,group01038
MEint2297.genome.CDS.2163,group00438
MEint2297.genome.CDS.2160,group00690
MEint2297.genome.CDS.2161,group00641
MEint2297.genome.CDS.2166,group00178
MEint2297.genome.CDS.2167,group03103
MEint2297.genome.CDS.2164,group00865
MEint2297.genome.CDS.2165,group00302
MEint2297.genome.CDS.2452,group00288
MEint2297.genome.CDS.1664,group00793
MEint2297.genome.CDS.1665,group00371
MEint2297.genome.CDS.1666,group00213
MEint2297.genome.CDS.1667,group00330
MEint2297.genome.CDS.1660,group00001
MEint2297.genome.CDS.1661,group00487
MEint2297.genome.CDS.1662,group01082
MEint2297.genome.CDS.1663,group00496
MEint2297.genome.CDS.1668,group01065
MEint2297.genome.CDS.1669,group01089
MEint2297.genome.CDS.682,group01246
MEint2297.genome.CDS.1688,group01243
MEint2297.genome.CDS.1689,group01041
MEint2297.genome.CDS.1682,group00550
MEint2297.genome.CDS.1683,group00393
MEint2297.genome.CDS.1680,group00551
MEint2297.genome.CDS.1681,group00617
MEint2297.genome.CDS.1686,group00521
MEint2297.genome.CDS.1687,group00689
MEint2297.genome.CDS.1684,group00374
MEint2297.genome.CDS.1685,group01027
MEint2297.genome.CDS.1530,group00219
MEint2297.genome.CDS.1531,group00250
MEint2297.genome.CDS.1532,group03132
MEint2297.genome.CDS.1533,group00245
MEint2297.genome.CDS.1534,group00437
MEint2297.genome.CDS.1535,group00225
MEint2297.genome.CDS.1536,group00240
MEint2297.genome.CDS.1537,group00027
MEint2297.genome.CDS.1538,group00329
MEint2297.genome.CDS.1539,group00450
MEint2297.genome.CDS.1448,group00773
MEint2297.genome.CDS.1449,group01217
MEint2297.genome.CDS.1444,group00486
MEint2297.genome.CDS.1445,group00390
MEint2297.genome.CDS.1446,group01048
MEint2297.genome.CDS.1447,group00263
MEint2297.genome.CDS.1440,group00752
MEint2297.genome.CDS.1441,group01011
MEint2297.genome.CDS.1442,group00397
MEint2297.genome.CDS.1443,group00479
MEint2297.genome.CDS.2427,group00767
MEint2297.genome.CDS.2134,group01074
MEint2297.genome.CDS.2136,group00345
MEint2297.genome.CDS.2131,group01102
MEint2297.genome.CDS.2422,group00917
MEint2297.genome.CDS.2133,group02001
MEint2297.genome.CDS.2420,group01091
MEint2297.genome.CDS.1998,group00010
MEint2297.genome.CDS.1999,group00540
MEint2297.genome.CDS.1996,group01101
MEint2297.genome.CDS.1997,group01768
MEint2297.genome.CDS.1994,group00186
MEint2297.genome.CDS.1995,group01625
MEint2297.genome.CDS.1992,group01621
MEint2297.genome.CDS.1993,group00013
MEint2297.genome.CDS.1990,group00146
MEint2297.genome.CDS.1991,group00126
MEint2297.genome.CDS.2377,group02379
MEint2297.genome.CDS.2376,group00168
MEint2297.genome.CDS.2375,group00078
MEint2297.genome.CDS.2374,group00195
MEint2297.genome.CDS.1844,group00534
MEint2297.genome.CDS.1845,group00535
MEint2297.genome.CDS.2371,group00182
MEint2297.genome.CDS.2370,group00211
MEint2297.genome.CDS.1848,group00320
MEint2297.genome.CDS.1849,group00206
MEint2297.genome.CDS.2379,group01828
MEint2297.genome.CDS.2378,group01478
MEint2297.genome.CDS.2089,group00364
MEint2297.genome.CDS.2088,group03100
MEint2297.genome.CDS.2085,group00969
MEint2297.genome.CDS.2084,group00834
MEint2297.genome.CDS.2087,group01525
MEint2297.genome.CDS.2086,group00451
MEint2297.genome.CDS.2081,group01144
MEint2297.genome.CDS.2080,group00421
MEint2297.genome.CDS.2083,group00586
MEint2297.genome.CDS.2082,group01090
MEint2297.genome.CDS.2579,group00056
MEint2297.genome.CDS.2578,group00636
MEint2297.genome.CDS.877,group02782
MEint2297.genome.CDS.2574,group00340
MEint2297.genome.CDS.2577,group00011
MEint2297.genome.CDS.2576,group00102
MEint2297.genome.CDS.2571,group00406
MEint2297.genome.CDS.2570,group01111
MEint2297.genome.CDS.2573,group00721
MEint2297.genome.CDS.2572,group00695
MEint2297.genome.CDS.274,group03091
MEint2297.genome.CDS.2401,group00434
MEint2297.genome.CDS.2400,group01418
MEint2297.genome.CDS.2403,group02026
MEint2297.genome.CDS.2405,group00183
MEint2297.genome.CDS.2404,group02826
MEint2297.genome.CDS.2407,group02828
MEint2297.genome.CDS.2158,group00947
MEint2297.genome.CDS.2157,group02159
MEint2297.genome.CDS.2408,group01847
MEint2297.genome.CDS.2155,group00797
MEint2297.genome.CDS.2154,group00850
MEint2297.genome.CDS.2153,group00685
MEint2297.genome.CDS.2152,group00701
MEint2297.genome.CDS.2151,group00324
MEint2297.genome.CDS.2150,group00563
MEint2297.genome.CDS.2276,group01271
MEint2297.genome.CDS.2277,group00023
MEint2297.genome.CDS.2305,group01833
MEint2297.genome.CDS.1921,group00178
MEint2297.genome.CDS.1920,group00272
MEint2297.genome.CDS.1927,group00276
MEint2297.genome.CDS.2273,group00377
MEint2297.genome.CDS.2447,group00569
MEint2297.genome.CDS.2270,group00079
MEint2297.genome.CDS.1924,group00582
MEint2297.genome.CDS.2101,group00989
MEint2297.genome.CDS.457,group00122
MEint2297.genome.CDS.1545,group00513
MEint2297.genome.CDS.1544,group00292
MEint2297.genome.CDS.1547,group00264
MEint2297.genome.CDS.1546,group01053
MEint2297.genome.CDS.1541,group00373
MEint2297.genome.CDS.1540,group00204
MEint2297.genome.CDS.1543,group00124
MEint2297.genome.CDS.1542,group00156
MEint2297.genome.CDS.1549,group00501
MEint2297.genome.CDS.1548,group00808
MEint2297.genome.CDS.1840,group00470
MEint2297.genome.CDS.1841,group00532
MEint2297.genome.CDS.1842,group00533
MEint2297.genome.CDS.1843,group00307
MEint2297.genome.CDS.2373,group00164
MEint2297.genome.CDS.2372,group00075
MEint2297.genome.CDS.1846,group00184
MEint2297.genome.CDS.1847,group01752
MEint2297.genome.CDS.2368,group00452
MEint2297.genome.CDS.2369,group00915
MEint2297.genome.CDS.2360,group00411
MEint2297.genome.CDS.2361,group00914
MEint2297.genome.CDS.2362,group00165
MEint2297.genome.CDS.2363,group00054
MEint2297.genome.CDS.2364,group00070
MEint2297.genome.CDS.2365,group00851
MEint2297.genome.CDS.2366,group00262
MEint2297.genome.CDS.2367,group00028
MEint2297.genome.CDS.1876,group00904
MEint2297.genome.CDS.1835,group00908
MEint2297.genome.CDS.1834,group00088
MEint2297.genome.CDS.1837,group00243
MEint2297.genome.CDS.1836,group00321
MEint2297.genome.CDS.1831,group00312
MEint2297.genome.CDS.1830,group00708
MEint2297.genome.CDS.1833,group00887
MEint2297.genome.CDS.1832,group00458
MEint2297.genome.CDS.1839,group00468
MEint2297.genome.CDS.1838,group00030
MEint2297.genome.CDS.2098,group00599
MEint2297.genome.CDS.2099,group00031
MEint2297.genome.CDS.2096,group00200
MEint2297.genome.CDS.2097,group00719
MEint2297.genome.CDS.2094,group00414
MEint2297.genome.CDS.2095,group00235
MEint2297.genome.CDS.2092,group00823
MEint2297.genome.CDS.2093,group00413
MEint2297.genome.CDS.2090,group00488
MEint2297.genome.CDS.2091,group00856
MEint2297.genome.CDS.1949,group00883
MEint2297.genome.CDS.1948,group00789
MEint2297.genome.CDS.2568,group00804
MEint2297.genome.CDS.2569,group00481
MEint2297.genome.CDS.1941,group01406
MEint2297.genome.CDS.2567,group00935
MEint2297.genome.CDS.2564,group02829
MEint2297.genome.CDS.2565,group00020
MEint2297.genome.CDS.1945,group01075
MEint2297.genome.CDS.1944,group00474
MEint2297.genome.CDS.1947,group00886
MEint2297.genome.CDS.1946,group00712
MEint2297.genome.CDS.2392,group01934
MEint2297.genome.CDS.2140,group01916
MEint2297.genome.CDS.2141,group00846
MEint2297.genome.CDS.2410,group00938
MEint2297.genome.CDS.2143,group00727
MEint2297.genome.CDS.2416,group01485
MEint2297.genome.CDS.2145,group00931
MEint2297.genome.CDS.2146,group00961
MEint2297.genome.CDS.2147,group00768
MEint2297.genome.CDS.2148,group00714
MEint2297.genome.CDS.2418,group00073
MEint2297.genome.CDS.2419,group01132
MEint2297.genome.CDS.2575,group00807
MEint2297.genome.CDS.872,group03105
MEint2297.genome.CDS.1556,group02699
MEint2297.genome.CDS.1557,group02622
MEint2297.genome.CDS.1554,group00537
MEint2297.genome.CDS.1555,group02185
MEint2297.genome.CDS.1552,group02707
MEint2297.genome.CDS.1553,group02385
MEint2297.genome.CDS.1550,group00096
MEint2297.genome.CDS.1551,group03134
MEint2297.genome.CDS.1558,group02098
MEint2297.genome.CDS.1559,group02584
MEint2297.genome.CDS.2562,group00999
MEint2297.genome.CDS.1497,group00909
MEint2297.genome.CDS.1496,group00117
MEint2297.genome.CDS.1495,group01629
MEint2297.genome.CDS.1494,group00956
MEint2297.genome.CDS.1493,group00029
MEint2297.genome.CDS.1491,group00668
MEint2297.genome.CDS.1362,group00441
MEint2297.genome.CDS.1240,group00817
MEint2297.genome.CDS.2159,group00614
MEint2297.genome.CDS.2406,group02827
MEint2297.genome.CDS.2409,group01578
MEint2297.genome.CDS.2156,group00391
MEint2297.genome.CDS.2319,group01368
MEint2297.genome.CDS.2318,group01321
MEint2297.genome.CDS.2315,group00018
MEint2297.genome.CDS.2314,group00483
MEint2297.genome.CDS.2317,group01367
MEint2297.genome.CDS.2316,group00555
MEint2297.genome.CDS.2311,group00749
MEint2297.genome.CDS.2310,group00650
MEint2297.genome.CDS.2313,group00076
MEint2297.genome.CDS.2312,group00185
MEint2297.genome.CDS.1826,group00172
MEint2297.genome.CDS.1827,group00145
MEint2297.genome.CDS.1825,group00115
MEint2297.genome.CDS.1822,group00097
MEint2297.genome.CDS.1823,group00098
MEint2297.genome.CDS.1820,group00072
MEint2297.genome.CDS.1821,group00062
MEint2297.genome.CDS.1828,group01004
MEint2297.genome.CDS.1829,group00244
MEint2297.genome.CDS.2553,group00381
MEint2297.genome.CDS.2552,group00136
MEint2297.genome.CDS.2551,group00657
MEint2297.genome.CDS.2222,group02258
MEint2297.genome.CDS.2557,group00425
MEint2297.genome.CDS.2556,group00394
MEint2297.genome.CDS.2227,group01569
MEint2297.genome.CDS.2226,group01686
MEint2297.genome.CDS.2229,group00934
MEint2297.genome.CDS.1953,group00726
MEint2297.genome.CDS.1950,group00788
MEint2297.genome.CDS.2558,group00202
MEint2297.genome.CDS.1956,group00185
MEint2297.genome.CDS.1957,group00076
MEint2297.genome.CDS.1954,group00650
MEint2297.genome.CDS.1955,group00749
MEint2297.genome.CDS.2135,group01903
MEint2297.genome.CDS.2426,group00652
MEint2297.genome.CDS.2137,group00346
MEint2297.genome.CDS.2424,group01120
MEint2297.genome.CDS.2423,group01439
MEint2297.genome.CDS.2130,group01125
MEint2297.genome.CDS.2421,group00826
MEint2297.genome.CDS.2132,group01047
MEint2297.genome.CDS.2139,group00658
MEint2297.genome.CDS.2138,group00347
MEint2297.genome.CDS.2429,group00560
MEint2297.genome.CDS.2428,group01140
MEint2297.genome.CDS.2049,group03099
MEint2297.genome.CDS.2041,group00087
MEint2297.genome.CDS.2040,group00103
MEint2297.genome.CDS.2043,group00946
MEint2297.genome.CDS.2042,group00039
MEint2297.genome.CDS.2045,group00183
MEint2297.genome.CDS.2044,group00606
MEint2297.genome.CDS.2047,group00975
MEint2297.genome.CDS.2046,group00879
MEint2297.genome.CDS.1143,group01247
MEint2297.genome.CDS.1783,group00748
MEint2297.genome.CDS.1782,group00983
MEint2297.genome.CDS.1781,group01307
MEint2297.genome.CDS.1780,group00224
MEint2297.genome.CDS.1787,group01278
MEint2297.genome.CDS.1786,group01301
MEint2297.genome.CDS.1785,group01277
MEint2297.genome.CDS.1784,group00954
MEint2297.genome.CDS.1789,group00510
MEint2297.genome.CDS.1788,group01221
MEint2297.genome.CDS.1769,group00624
MEint2297.genome.CDS.1768,group00231
MEint2297.genome.CDS.2709,group00046
MEint2297.genome.CDS.1761,group00102
MEint2297.genome.CDS.1760,group00340
MEint2297.genome.CDS.1763,group00636
MEint2297.genome.CDS.1762,group00011
MEint2297.genome.CDS.1765,group00542
MEint2297.genome.CDS.1764,group00056
MEint2297.genome.CDS.1767,group00509
MEint2297.genome.CDS.1766,group00570
MEint2297.genome.CDS.1365,group00831
MEint2297.genome.CDS.1364,group00811
MEint2297.genome.CDS.1367,group00964
MEint2297.genome.CDS.1366,group00722
MEint2297.genome.CDS.1361,group00331
MEint2297.genome.CDS.1492,group01247
MEint2297.genome.CDS.1363,group00880
MEint2297.genome.CDS.1490,group01001
MEint2297.genome.CDS.1369,group00222
MEint2297.genome.CDS.1368,group00769
MEint2297.genome.CDS.1499,group01080
MEint2297.genome.CDS.1498,group00017
MEint2297.genome.CDS.2705,group00092
MEint2297.genome.CDS.1569,group00473
MEint2297.genome.CDS.1568,group00997
MEint2297.genome.CDS.1563,group00024
MEint2297.genome.CDS.1562,group00707
MEint2297.genome.CDS.1561,group00960
MEint2297.genome.CDS.1560,group02706
MEint2297.genome.CDS.1567,group00803
MEint2297.genome.CDS.1566,group01107
MEint2297.genome.CDS.1565,group00242
MEint2297.genome.CDS.1564,group01025
MEint2297.genome.CDS.2603,group00622
MEint2297.genome.CDS.2350,group00566
MEint2297.genome.CDS.2601,group03119
MEint2297.genome.CDS.1869,group00395
MEint2297.genome.CDS.2607,group00462
MEint2297.genome.CDS.2354,group00131
MEint2297.genome.CDS.1819,group00985
MEint2297.genome.CDS.1818,group00248
MEint2297.genome.CDS.2605,group00667
MEint2297.genome.CDS.2308,group00270
MEint2297.genome.CDS.2309,group00726
MEint2297.genome.CDS.1813,group00384
MEint2297.genome.CDS.2307,group00255
MEint2297.genome.CDS.1811,group00940
MEint2297.genome.CDS.2604,group00874
MEint2297.genome.CDS.1817,group00398
MEint2297.genome.CDS.1816,group03095
MEint2297.genome.CDS.1815,group00840
MEint2297.genome.CDS.1814,group00454
MEint2297.genome.CDS.2359,group00369
MEint2297.genome.CDS.2358,group01705
MEint2297.genome.CDS.1860,group00740
MEint2297.genome.CDS.1861,group02236
MEint2297.genome.CDS.2544,group00157
MEint2297.genome.CDS.2233,group01533
MEint2297.genome.CDS.2546,group00059
MEint2297.genome.CDS.2231,group01819
MEint2297.genome.CDS.2540,group00273
MEint2297.genome.CDS.2541,group00309
MEint2297.genome.CDS.2542,group00274
MEint2297.genome.CDS.1968,group00682
MEint2297.genome.CDS.1967,group00663
MEint2297.genome.CDS.1966,group00680
MEint2297.genome.CDS.1965,group00679
MEint2297.genome.CDS.2239,group01569
MEint2297.genome.CDS.1963,group00647
MEint2297.genome.CDS.2549,group00106
MEint2297.genome.CDS.1961,group02020
MEint2297.genome.CDS.1960,group01263
MEint2297.genome.CDS.2126,group00929
MEint2297.genome.CDS.2127,group01024
MEint2297.genome.CDS.2124,group00748
MEint2297.genome.CDS.2125,group02656
MEint2297.genome.CDS.2122,group01277
MEint2297.genome.CDS.2123,group00954
MEint2297.genome.CDS.2120,group01278
MEint2297.genome.CDS.2121,group01301
MEint2297.genome.CDS.2128,group01289
MEint2297.genome.CDS.2129,group00339
MEint2297.genome.CDS.2438,group00857
MEint2297.genome.CDS.2439,group00266
MEint2297.genome.CDS.2430,group00402
MEint2297.genome.CDS.2431,group00435
MEint2297.genome.CDS.2432,group00433
MEint2297.genome.CDS.2433,group01629
MEint2297.genome.CDS.2434,group00786
MEint2297.genome.CDS.2435,group01166
MEint2297.genome.CDS.2436,group00816
MEint2297.genome.CDS.2437,group01571
MEint2297.genome.CDS.530,group00806
MEint2297.genome.CDS.2058,group00770
MEint2297.genome.CDS.2052,group01536
MEint2297.genome.CDS.2053,group01740
MEint2297.genome.CDS.2050,group02299
MEint2297.genome.CDS.2051,group00671
MEint2297.genome.CDS.2056,group00891
MEint2297.genome.CDS.2057,group00728
MEint2297.genome.CDS.2055,group01223
MEint2297.genome.CDS.1028,group03111
MEint2297.genome.CDS.1027,group00787
MEint2297.genome.CDS.1157,group00976
MEint2297.genome.CDS.1794,group00821
MEint2297.genome.CDS.1795,group00653
MEint2297.genome.CDS.1796,group00813
MEint2297.genome.CDS.1797,group01347
MEint2297.genome.CDS.1790,group01222
MEint2297.genome.CDS.1791,group03093
MEint2297.genome.CDS.1792,group03094
MEint2297.genome.CDS.1793,group00778
MEint2297.genome.CDS.1798,group00674
MEint2297.genome.CDS.1799,group01252
MEint2297.genome.CDS.1778,group00327
MEint2297.genome.CDS.1779,group00033
MEint2297.genome.CDS.1772,group00561
MEint2297.genome.CDS.1773,group00161
MEint2297.genome.CDS.1770,group00625
MEint2297.genome.CDS.1771,group00341
MEint2297.genome.CDS.1776,group00814
MEint2297.genome.CDS.1777,group00966
MEint2297.genome.CDS.1774,group00562
MEint2297.genome.CDS.1775,group00232
MEint2297.genome.CDS.1376,group00526
MEint2297.genome.CDS.1377,group00799
MEint2297.genome.CDS.1374,group00553
MEint2297.genome.CDS.1375,group00965
MEint2297.genome.CDS.1372,group00640
MEint2297.genome.CDS.1373,group00665
MEint2297.genome.CDS.1370,group00876
MEint2297.genome.CDS.1371,group00875
MEint2297.genome.CDS.1378,group00376
MEint2297.genome.CDS.1379,group00252
MEint2297.genome.CDS.1488,group00052
MEint2297.genome.CDS.1489,group00590
MEint2297.genome.CDS.1480,group00251
MEint2297.genome.CDS.1481,group00372
MEint2297.genome.CDS.1482,group00442
MEint2297.genome.CDS.1483,group00753
MEint2297.genome.CDS.1484,group00979
MEint2297.genome.CDS.1485,group00176
MEint2297.genome.CDS.1486,group00784
MEint2297.genome.CDS.1487,group00730
MEint2297.genome.CDS.2457,group00732
MEint2297.genome.CDS.2106,group00138
MEint2297.genome.CDS.2107,group00480
MEint2297.genome.CDS.1578,group00642
MEint2297.genome.CDS.1579,group01369
MEint2297.genome.CDS.1574,group00155
MEint2297.genome.CDS.1575,group00132
MEint2297.genome.CDS.1576,group00127
MEint2297.genome.CDS.1577,group00878
MEint2297.genome.CDS.1570,group00648
MEint2297.genome.CDS.1571,group00809
MEint2297.genome.CDS.1572,group00781
MEint2297.genome.CDS.1573,group00567
MEint2297.genome.CDS.2450,group01059
MEint2297.genome.CDS.2103,group00547
MEint2297.genome.CDS.2333,group00249
MEint2297.genome.CDS.2332,group00699
MEint2297.genome.CDS.2331,group00881
MEint2297.genome.CDS.2330,group00471
MEint2297.genome.CDS.2337,group01093
MEint2297.genome.CDS.2336,group00607
MEint2297.genome.CDS.2335,group00218
MEint2297.genome.CDS.2334,group00407
MEint2297.genome.CDS.1804,group00094
MEint2297.genome.CDS.1805,group00177
MEint2297.genome.CDS.1806,group00301
MEint2297.genome.CDS.1807,group00051
MEint2297.genome.CDS.1800,group01000
MEint2297.genome.CDS.1801,group00191
MEint2297.genome.CDS.1802,group00081
MEint2297.genome.CDS.1803,group00254
MEint2297.genome.CDS.2306,group00525
MEint2297.genome.CDS.1812,group01109
