TBepi2057.genome.CDS.1399,group01349
TBepi2057.genome.CDS.1887,group00799
TBepi2057.genome.CDS.1886,group00526
TBepi2057.genome.CDS.1147,group00680
TBepi2057.genome.CDS.1192,group00588
TBepi2057.genome.CDS.1348,group00322
TBepi2057.genome.CDS.1349,group00237
TBepi2057.genome.CDS.1346,group03138
TBepi2057.genome.CDS.1347,group00279
TBepi2057.genome.CDS.1345,group01031
TBepi2057.genome.CDS.1342,group01705
TBepi2057.genome.CDS.1343,group01284
TBepi2057.genome.CDS.1340,group01432
TBepi2057.genome.CDS.1409,group00232
TBepi2057.genome.CDS.1027,group01680
TBepi2057.genome.CDS.981,group00025
TBepi2057.genome.CDS.982,group00308
TBepi2057.genome.CDS.1166,group02738
TBepi2057.genome.CDS.1167,group00311
TBepi2057.genome.CDS.1164,group01223
TBepi2057.genome.CDS.1165,group00671
TBepi2057.genome.CDS.1162,group00067
TBepi2057.genome.CDS.1163,group03165
TBepi2057.genome.CDS.1160,group00163
TBepi2057.genome.CDS.1248,group00330
TBepi2057.genome.CDS.1247,group00213
TBepi2057.genome.CDS.1246,group00371
TBepi2057.genome.CDS.1245,group00247
TBepi2057.genome.CDS.1244,group00793
TBepi2057.genome.CDS.1243,group00496
TBepi2057.genome.CDS.1242,group00001
TBepi2057.genome.CDS.1168,group00691
TBepi2057.genome.CDS.1240,group03135
TBepi2057.genome.CDS.1081,group01347
TBepi2057.genome.CDS.1080,group00865
TBepi2057.genome.CDS.1082,group01038
TBepi2057.genome.CDS.1085,group00690
TBepi2057.genome.CDS.1021,group00845
TBepi2057.genome.CDS.1087,group00007
TBepi2057.genome.CDS.1089,group00796
TBepi2057.genome.CDS.1088,group00849
TBepi2057.genome.CDS.1020,group00623
TBepi2057.genome.CDS.1190,group00585
TBepi2057.genome.CDS.1649,group00629
TBepi2057.genome.CDS.1648,group03146
TBepi2057.genome.CDS.959,group00101
TBepi2057.genome.CDS.1643,group00391
TBepi2057.genome.CDS.1642,group00797
TBepi2057.genome.CDS.1641,group00685
TBepi2057.genome.CDS.1640,group00701
TBepi2057.genome.CDS.1647,group01071
TBepi2057.genome.CDS.1646,group01804
TBepi2057.genome.CDS.1645,group01565
TBepi2057.genome.CDS.1644,group01581
TBepi2057.genome.CDS.776,group02744
TBepi2057.genome.CDS.1018,group00782
TBepi2057.genome.CDS.1019,group00602
TBepi2057.genome.CDS.1012,group00264
TBepi2057.genome.CDS.1013,group01053
TBepi2057.genome.CDS.674,group01109
TBepi2057.genome.CDS.1011,group00808
TBepi2057.genome.CDS.1016,group01782
TBepi2057.genome.CDS.1017,group01187
TBepi2057.genome.CDS.1014,group01721
TBepi2057.genome.CDS.1015,group00069
TBepi2057.genome.CDS.1143,group00559
TBepi2057.genome.CDS.1341,group01254
TBepi2057.genome.CDS.1632,group00341
TBepi2057.genome.CDS.1050,group00240
TBepi2057.genome.CDS.1473,group00078
TBepi2057.genome.CDS.1436,group00720
TBepi2057.genome.CDS.1118,group03152
TBepi2057.genome.CDS.1092,group00569
TBepi2057.genome.CDS.1437,group00837
TBepi2057.genome.CDS.1111,group00377
TBepi2057.genome.CDS.1110,group00079
TBepi2057.genome.CDS.1023,group00732
TBepi2057.genome.CDS.1980,group00529
TBepi2057.genome.CDS.1407,group00966
TBepi2057.genome.CDS.1418,group00127
TBepi2057.genome.CDS.1981,group00038
TBepi2057.genome.CDS.1419,group00878
TBepi2057.genome.CDS.1982,group03169
TBepi2057.genome.CDS.1944,group03166
TBepi2057.genome.CDS.1945,group01865
TBepi2057.genome.CDS.1946,group01366
TBepi2057.genome.CDS.1598,group00129
TBepi2057.genome.CDS.1940,group00140
TBepi2057.genome.CDS.1941,group00026
TBepi2057.genome.CDS.1942,group00203
TBepi2057.genome.CDS.1943,group00794
TBepi2057.genome.CDS.1456,group00450
TBepi2057.genome.CDS.1948,group00266
TBepi2057.genome.CDS.1949,group00120
TBepi2057.genome.CDS.1457,group00329
TBepi2057.genome.CDS.1986,group02314
TBepi2057.genome.CDS.1455,group00204
TBepi2057.genome.CDS.1862,group00481
TBepi2057.genome.CDS.1337,group01081
TBepi2057.genome.CDS.1336,group00337
TBepi2057.genome.CDS.1335,group00037
TBepi2057.genome.CDS.1334,group00792
TBepi2057.genome.CDS.1333,group00643
TBepi2057.genome.CDS.1332,group00669
TBepi2057.genome.CDS.1331,group00800
TBepi2057.genome.CDS.1330,group00666
TBepi2057.genome.CDS.1140,group00716
TBepi2057.genome.CDS.1828,group00340
TBepi2057.genome.CDS.1591,group01670
TBepi2057.genome.CDS.1339,group00613
TBepi2057.genome.CDS.1931,group00745
TBepi2057.genome.CDS.1422,group00205
TBepi2057.genome.CDS.1421,group00642
TBepi2057.genome.CDS.1420,group00029
TBepi2057.genome.CDS.1427,group00260
TBepi2057.genome.CDS.1426,group00429
TBepi2057.genome.CDS.1937,group00428
TBepi2057.genome.CDS.1936,group00828
TBepi2057.genome.CDS.1939,group00221
TBepi2057.genome.CDS.1541,group00421
TBepi2057.genome.CDS.1429,group00044
TBepi2057.genome.CDS.1428,group00766
TBepi2057.genome.CDS.1544,group00586
TBepi2057.genome.CDS.1545,group00834
TBepi2057.genome.CDS.1546,group00969
TBepi2057.genome.CDS.1547,group00451
TBepi2057.genome.CDS.1838,group00359
TBepi2057.genome.CDS.1839,group00937
TBepi2057.genome.CDS.1024,group00959
TBepi2057.genome.CDS.1830,group00011
TBepi2057.genome.CDS.1831,group00712
TBepi2057.genome.CDS.1832,group00207
TBepi2057.genome.CDS.1833,group00656
TBepi2057.genome.CDS.1834,group00187
TBepi2057.genome.CDS.1732,group01425
TBepi2057.genome.CDS.1837,group00315
TBepi2057.genome.CDS.1228,group00960
TBepi2057.genome.CDS.1759,group00022
TBepi2057.genome.CDS.1611,group01649
TBepi2057.genome.CDS.1209,group00468
TBepi2057.genome.CDS.1208,group00030
TBepi2057.genome.CDS.1614,group00021
TBepi2057.genome.CDS.1241,group00003
TBepi2057.genome.CDS.1391,group00889
TBepi2057.genome.CDS.1617,group00653
TBepi2057.genome.CDS.1618,group00678
TBepi2057.genome.CDS.1202,group00422
TBepi2057.genome.CDS.1201,group00304
TBepi2057.genome.CDS.1752,group00138
TBepi2057.genome.CDS.1207,group00243
TBepi2057.genome.CDS.1754,group00830
TBepi2057.genome.CDS.1205,group00908
TBepi2057.genome.CDS.1204,group00088
TBepi2057.genome.CDS.1687,group00042
TBepi2057.genome.CDS.1686,group00017
TBepi2057.genome.CDS.1685,group00702
TBepi2057.genome.CDS.1684,group00018
TBepi2057.genome.CDS.1728,group03149
TBepi2057.genome.CDS.1729,group00747
TBepi2057.genome.CDS.1681,group00388
TBepi2057.genome.CDS.1680,group00408
TBepi2057.genome.CDS.1724,group00089
TBepi2057.genome.CDS.1725,group00436
TBepi2057.genome.CDS.1726,group00431
TBepi2057.genome.CDS.859,group01417
TBepi2057.genome.CDS.1720,group00271
TBepi2057.genome.CDS.1721,group00239
TBepi2057.genome.CDS.1689,group01112
TBepi2057.genome.CDS.1688,group00467
TBepi2057.genome.CDS.1390,group00736
TBepi2057.genome.CDS.1022,group00775
TBepi2057.genome.CDS.1606,group01351
TBepi2057.genome.CDS.1084,group00641
TBepi2057.genome.CDS.1056,group00219
TBepi2057.genome.CDS.1057,group00160
TBepi2057.genome.CDS.1159,group00544
TBepi2057.genome.CDS.1055,group00250
TBepi2057.genome.CDS.1052,group00437
TBepi2057.genome.CDS.1053,group00245
TBepi2057.genome.CDS.1119,group00003
TBepi2057.genome.CDS.1051,group00225
TBepi2057.genome.CDS.1117,group00162
TBepi2057.genome.CDS.1116,group00313
TBepi2057.genome.CDS.1115,group00659
TBepi2057.genome.CDS.1114,group00314
TBepi2057.genome.CDS.1113,group00293
TBepi2057.genome.CDS.1112,group00144
TBepi2057.genome.CDS.1058,group00159
TBepi2057.genome.CDS.1059,group00134
TBepi2057.genome.CDS.1807,group00778
TBepi2057.genome.CDS.1919,group00361
TBepi2057.genome.CDS.1521,group00992
TBepi2057.genome.CDS.1362,group00363
TBepi2057.genome.CDS.1373,group00689
TBepi2057.genome.CDS.56,group01635
TBepi2057.genome.CDS.1212,group00533
TBepi2057.genome.CDS.1410,group00562
TBepi2057.genome.CDS.1372,group00734
TBepi2057.genome.CDS.1213,group00307
TBepi2057.genome.CDS.1064,group00607
TBepi2057.genome.CDS.1857,group00090
TBepi2057.genome.CDS.1914,group00835
TBepi2057.genome.CDS.1439,group00564
TBepi2057.genome.CDS.1370,group00579
TBepi2057.genome.CDS.574,group00524
TBepi2057.genome.CDS.1571,group01072
TBepi2057.genome.CDS.1570,group00951
TBepi2057.genome.CDS.1573,group00472
TBepi2057.genome.CDS.1572,group01013
TBepi2057.genome.CDS.1575,group00084
TBepi2057.genome.CDS.1574,group00256
TBepi2057.genome.CDS.1577,group00188
TBepi2057.genome.CDS.1576,group00086
TBepi2057.genome.CDS.1579,group00015
TBepi2057.genome.CDS.1578,group00193
TBepi2057.genome.CDS.1683,group00506
TBepi2057.genome.CDS.1504,group00120
TBepi2057.genome.CDS.1505,group03142
TBepi2057.genome.CDS.1506,group00141
TBepi2057.genome.CDS.1507,group00737
TBepi2057.genome.CDS.1500,group00166
TBepi2057.genome.CDS.1501,group00757
TBepi2057.genome.CDS.1502,group00125
TBepi2057.genome.CDS.1503,group00335
TBepi2057.genome.CDS.1508,group00016
TBepi2057.genome.CDS.1509,group00004
TBepi2057.genome.CDS.1602,group00712
TBepi2057.genome.CDS.1874,group00510
TBepi2057.genome.CDS.1875,group01929
TBepi2057.genome.CDS.1876,group01380
TBepi2057.genome.CDS.1979,group03170
TBepi2057.genome.CDS.1978,group00154
TBepi2057.genome.CDS.1872,group03161
TBepi2057.genome.CDS.1873,group01274
TBepi2057.genome.CDS.1975,group01477
TBepi2057.genome.CDS.1974,group01073
TBepi2057.genome.CDS.1977,group00179
TBepi2057.genome.CDS.1976,group00531
TBepi2057.genome.CDS.1971,group01165
TBepi2057.genome.CDS.1970,group00379
TBepi2057.genome.CDS.1973,group00929
TBepi2057.genome.CDS.1972,group00141
TBepi2057.genome.CDS.1485,group01036
TBepi2057.genome.CDS.1484,group00770
TBepi2057.genome.CDS.1487,group01355
TBepi2057.genome.CDS.1486,group00113
TBepi2057.genome.CDS.1481,group00028
TBepi2057.genome.CDS.1480,group00452
TBepi2057.genome.CDS.1483,group00728
TBepi2057.genome.CDS.1482,group00262
TBepi2057.genome.CDS.1489,group01288
TBepi2057.genome.CDS.1488,group01233
TBepi2057.genome.CDS.1714,group00440
TBepi2057.genome.CDS.1717,group00700
TBepi2057.genome.CDS.1899,group00457
TBepi2057.genome.CDS.1152,group00365
TBepi2057.genome.CDS.1710,group01421
TBepi2057.genome.CDS.1713,group00460
TBepi2057.genome.CDS.1712,group02063
TBepi2057.genome.CDS.1892,group00946
TBepi2057.genome.CDS.1893,group00801
TBepi2057.genome.CDS.1890,group02743
TBepi2057.genome.CDS.419,group00620
TBepi2057.genome.CDS.1719,group00675
TBepi2057.genome.CDS.1897,group01161
TBepi2057.genome.CDS.1894,group00074
TBepi2057.genome.CDS.1895,group00893
TBepi2057.genome.CDS.1801,group00299
TBepi2057.genome.CDS.1800,group00657
TBepi2057.genome.CDS.1371,group00596
TBepi2057.genome.CDS.1802,group00106
TBepi2057.genome.CDS.1805,group00020
TBepi2057.genome.CDS.1376,group00374
TBepi2057.genome.CDS.1375,group01027
TBepi2057.genome.CDS.1806,group00821
TBepi2057.genome.CDS.1809,group00597
TBepi2057.genome.CDS.1808,group03154
TBepi2057.genome.CDS.1472,group00168
TBepi2057.genome.CDS.1378,group00550
TBepi2057.genome.CDS.1474,group00195
TBepi2057.genome.CDS.1475,group00164
TBepi2057.genome.CDS.1476,group00075
TBepi2057.genome.CDS.1477,group00182
TBepi2057.genome.CDS.1778,group00503
TBepi2057.genome.CDS.1374,group00521
TBepi2057.genome.CDS.1539,group01255
TBepi2057.genome.CDS.1250,group01089
TBepi2057.genome.CDS.1251,group00514
TBepi2057.genome.CDS.1252,group00197
TBepi2057.genome.CDS.1253,group00664
TBepi2057.genome.CDS.1254,group00632
TBepi2057.genome.CDS.1255,group00278
TBepi2057.genome.CDS.1256,group00210
TBepi2057.genome.CDS.1257,group00783
TBepi2057.genome.CDS.1258,group00599
TBepi2057.genome.CDS.1259,group00719
TBepi2057.genome.CDS.1393,group00233
TBepi2057.genome.CDS.1671,group00384
TBepi2057.genome.CDS.1394,group00420
TBepi2057.genome.CDS.1397,group00359
TBepi2057.genome.CDS.1396,group00758
TBepi2057.genome.CDS.1629,group00231
TBepi2057.genome.CDS.1093,group00504
TBepi2057.genome.CDS.1090,group01059
TBepi2057.genome.CDS.1158,group00592
TBepi2057.genome.CDS.1096,group00553
TBepi2057.genome.CDS.1097,group00665
TBepi2057.genome.CDS.1094,group00043
TBepi2057.genome.CDS.1776,group00254
TBepi2057.genome.CDS.1621,group00049
TBepi2057.genome.CDS.1492,group00305
TBepi2057.genome.CDS.1151,group00105
TBepi2057.genome.CDS.1150,group01143
TBepi2057.genome.CDS.1625,group00056
TBepi2057.genome.CDS.1624,group00636
TBepi2057.genome.CDS.1627,group00570
TBepi2057.genome.CDS.1154,group01238
TBepi2057.genome.CDS.962,group00334
TBepi2057.genome.CDS.963,group00170
TBepi2057.genome.CDS.960,group00196
TBepi2057.genome.CDS.961,group00295
TBepi2057.genome.CDS.966,group00630
TBepi2057.genome.CDS.967,group00143
TBepi2057.genome.CDS.1161,group00190
TBepi2057.genome.CDS.965,group00591
TBepi2057.genome.CDS.1654,group00505
TBepi2057.genome.CDS.1655,group02064
TBepi2057.genome.CDS.968,group00571
TBepi2057.genome.CDS.1657,group00862
TBepi2057.genome.CDS.1989,group00412
TBepi2057.genome.CDS.1651,group01537
TBepi2057.genome.CDS.1652,group01286
TBepi2057.genome.CDS.1653,group00500
TBepi2057.genome.CDS.1771,group00342
TBepi2057.genome.CDS.98,group03144
TBepi2057.genome.CDS.1622,group03145
TBepi2057.genome.CDS.1768,group00325
TBepi2057.genome.CDS.1679,group00380
TBepi2057.genome.CDS.1010,group00501
TBepi2057.genome.CDS.91,group03141
TBepi2057.genome.CDS.988,group00744
TBepi2057.genome.CDS.989,group02409
TBepi2057.genome.CDS.1029,group00057
TBepi2057.genome.CDS.1028,group00215
TBepi2057.genome.CDS.980,group00025
TBepi2057.genome.CDS.1026,group00002
TBepi2057.genome.CDS.1025,group01593
TBepi2057.genome.CDS.983,group00353
TBepi2057.genome.CDS.984,group00574
TBepi2057.genome.CDS.985,group01063
TBepi2057.genome.CDS.986,group00692
TBepi2057.genome.CDS.987,group00839
TBepi2057.genome.CDS.1910,group00238
TBepi2057.genome.CDS.1930,group00093
TBepi2057.genome.CDS.1290,group00319
TBepi2057.genome.CDS.1423,group00627
TBepi2057.genome.CDS.1358,group00482
TBepi2057.genome.CDS.1706,group00097
TBepi2057.genome.CDS.1707,group00062
TBepi2057.genome.CDS.1155,group00368
TBepi2057.genome.CDS.1313,group00018
TBepi2057.genome.CDS.1312,group00483
TBepi2057.genome.CDS.1514,group00386
TBepi2057.genome.CDS.1179,group00756
TBepi2057.genome.CDS.1315,group00287
TBepi2057.genome.CDS.1703,group00115
TBepi2057.genome.CDS.1317,group00372
TBepi2057.genome.CDS.1249,group01065
TBepi2057.genome.CDS.1351,group01260
TBepi2057.genome.CDS.1701,group00438
TBepi2057.genome.CDS.1734,group02741
TBepi2057.genome.CDS.1299,group01007
TBepi2057.genome.CDS.1046,group00032
TBepi2057.genome.CDS.1364,group00382
TBepi2057.genome.CDS.1365,group00284
TBepi2057.genome.CDS.1047,group00502
TBepi2057.genome.CDS.1126,group00733
TBepi2057.genome.CDS.1127,group00489
TBepi2057.genome.CDS.1441,group00445
TBepi2057.genome.CDS.1440,group00268
TBepi2057.genome.CDS.1443,group00404
TBepi2057.genome.CDS.1811,group00172
TBepi2057.genome.CDS.1445,group00461
TBepi2057.genome.CDS.1444,group00492
TBepi2057.genome.CDS.1447,group00183
TBepi2057.genome.CDS.1446,group00606
TBepi2057.genome.CDS.1449,group00133
TBepi2057.genome.CDS.1996,group00651
TBepi2057.genome.CDS.1995,group00589
TBepi2057.genome.CDS.1994,group00391
TBepi2057.genome.CDS.1993,group03171
TBepi2057.genome.CDS.1992,group00296
TBepi2057.genome.CDS.1991,group00366
TBepi2057.genome.CDS.1990,group00296
TBepi2057.genome.CDS.1434,group00987
TBepi2057.genome.CDS.1435,group00519
TBepi2057.genome.CDS.1920,group00002
TBepi2057.genome.CDS.1921,group03164
TBepi2057.genome.CDS.1430,group00375
TBepi2057.genome.CDS.1431,group00890
TBepi2057.genome.CDS.1432,group00128
TBepi2057.genome.CDS.1925,group00683
TBepi2057.genome.CDS.1535,group00396
TBepi2057.genome.CDS.1534,group00955
TBepi2057.genome.CDS.1928,group00046
TBepi2057.genome.CDS.1815,group00708
TBepi2057.genome.CDS.1531,group01028
TBepi2057.genome.CDS.1530,group00135
TBepi2057.genome.CDS.1533,group00817
TBepi2057.genome.CDS.1532,group00978
TBepi2057.genome.CDS.119,group00035
TBepi2057.genome.CDS.1442,group00326
TBepi2057.genome.CDS.1849,group01282
TBepi2057.genome.CDS.1848,group01183
TBepi2057.genome.CDS.1845,group00253
TBepi2057.genome.CDS.1844,group01610
TBepi2057.genome.CDS.1847,group00432
TBepi2057.genome.CDS.1846,group03158
TBepi2057.genome.CDS.1841,group00898
TBepi2057.genome.CDS.1840,group00108
TBepi2057.genome.CDS.1843,group00832
TBepi2057.genome.CDS.1842,group00149
TBepi2057.genome.CDS.1406,group00327
TBepi2057.genome.CDS.1664,group00552
TBepi2057.genome.CDS.1368,group00259
TBepi2057.genome.CDS.1770,group00289
TBepi2057.genome.CDS.1177,group00773
TBepi2057.genome.CDS.1665,group03147
TBepi2057.genome.CDS.1369,group02099
TBepi2057.genome.CDS.1197,group00008
TBepi2057.genome.CDS.1196,group00465
TBepi2057.genome.CDS.1195,group00447
TBepi2057.genome.CDS.1194,group00466
TBepi2057.genome.CDS.1193,group00741
TBepi2057.genome.CDS.1219,group00206
TBepi2057.genome.CDS.1663,group01162
TBepi2057.genome.CDS.1448,group00879
TBepi2057.genome.CDS.1214,group00534
TBepi2057.genome.CDS.1743,group00066
TBepi2057.genome.CDS.1740,group00065
TBepi2057.genome.CDS.1217,group01356
TBepi2057.genome.CDS.1669,group00930
TBepi2057.genome.CDS.1211,group00532
TBepi2057.genome.CDS.1199,group00446
TBepi2057.genome.CDS.1198,group01169
TBepi2057.genome.CDS.1283,group00294
TBepi2057.genome.CDS.1282,group01023
TBepi2057.genome.CDS.1281,group02739
TBepi2057.genome.CDS.1280,group02198
TBepi2057.genome.CDS.1287,group01250
TBepi2057.genome.CDS.1286,group00223
TBepi2057.genome.CDS.1285,group00241
TBepi2057.genome.CDS.1284,group02740
TBepi2057.genome.CDS.1320,group00979
TBepi2057.genome.CDS.1321,group00176
TBepi2057.genome.CDS.1289,group00319
TBepi2057.genome.CDS.1288,group01164
