MEint4252.genome.CDS.2288,group00265
MEint4252.genome.CDS.1839,group00238
MEint4252.genome.CDS.1208,group00830
MEint4252.genome.CDS.2308,group02921
MEint4252.genome.CDS.1908,group00396
MEint4252.genome.CDS.1909,group00514
MEint4252.genome.CDS.1906,group00817
MEint4252.genome.CDS.2300,group00679
MEint4252.genome.CDS.1904,group01028
MEint4252.genome.CDS.2302,group00663
MEint4252.genome.CDS.2305,group00598
MEint4252.genome.CDS.2304,group00105
MEint4252.genome.CDS.2307,group02157
MEint4252.genome.CDS.2306,group01132
MEint4252.genome.CDS.1371,group00950
MEint4252.genome.CDS.1370,group02824
MEint4252.genome.CDS.1373,group02258
MEint4252.genome.CDS.1372,group02448
MEint4252.genome.CDS.1375,group00958
MEint4252.genome.CDS.1374,group01312
MEint4252.genome.CDS.1377,group00255
MEint4252.genome.CDS.1376,group00644
MEint4252.genome.CDS.1379,group02371
MEint4252.genome.CDS.1378,group00525
MEint4252.genome.CDS.1507,group00214
MEint4252.genome.CDS.1999,group00605
MEint4252.genome.CDS.1968,group01092
MEint4252.genome.CDS.2007,group00280
MEint4252.genome.CDS.1889,group01617
MEint4252.genome.CDS.1888,group01067
MEint4252.genome.CDS.1887,group00290
MEint4252.genome.CDS.1201,group00989
MEint4252.genome.CDS.1885,group00028
MEint4252.genome.CDS.1884,group01163
MEint4252.genome.CDS.1883,group00400
MEint4252.genome.CDS.1882,group00582
MEint4252.genome.CDS.1881,group00035
MEint4252.genome.CDS.1569,group00373
MEint4252.genome.CDS.2294,group02167
MEint4252.genome.CDS.1134,group00136
MEint4252.genome.CDS.1653,group01198
MEint4252.genome.CDS.1285,group00132
MEint4252.genome.CDS.1284,group00127
MEint4252.genome.CDS.1287,group00567
MEint4252.genome.CDS.1509,group01105
MEint4252.genome.CDS.1281,group00205
MEint4252.genome.CDS.1280,group00627
MEint4252.genome.CDS.1283,group00878
MEint4252.genome.CDS.1282,group00642
MEint4252.genome.CDS.1289,group00131
MEint4252.genome.CDS.1288,group00781
MEint4252.genome.CDS.548,group00978
MEint4252.genome.CDS.1804,group00753
MEint4252.genome.CDS.1156,group01619
MEint4252.genome.CDS.1558,group02069
MEint4252.genome.CDS.1849,group00683
MEint4252.genome.CDS.2005,group00216
MEint4252.genome.CDS.1714,group00646
MEint4252.genome.CDS.1128,group00287
MEint4252.genome.CDS.1129,group00251
MEint4252.genome.CDS.2182,group00079
MEint4252.genome.CDS.1124,group01195
MEint4252.genome.CDS.1125,group00318
MEint4252.genome.CDS.1126,group00426
MEint4252.genome.CDS.1127,group00220
MEint4252.genome.CDS.1120,group00607
MEint4252.genome.CDS.1121,group01093
MEint4252.genome.CDS.1122,group00655
MEint4252.genome.CDS.1123,group00477
MEint4252.genome.CDS.2009,group00281
MEint4252.genome.CDS.1339,group00528
MEint4252.genome.CDS.1710,group00817
MEint4252.genome.CDS.1338,group00417
MEint4252.genome.CDS.1599,group00294
MEint4252.genome.CDS.1598,group00041
MEint4252.genome.CDS.1452,group01119
MEint4252.genome.CDS.1453,group00774
MEint4252.genome.CDS.1454,group00340
MEint4252.genome.CDS.1455,group00011
MEint4252.genome.CDS.1456,group00636
MEint4252.genome.CDS.1457,group00056
MEint4252.genome.CDS.1591,group01013
MEint4252.genome.CDS.1590,group01072
MEint4252.genome.CDS.1593,group02407
MEint4252.genome.CDS.1592,group00472
MEint4252.genome.CDS.1595,group00077
MEint4252.genome.CDS.1399,group00746
MEint4252.genome.CDS.1597,group00085
MEint4252.genome.CDS.1596,group00019
MEint4252.genome.CDS.2002,group01006
MEint4252.genome.CDS.1693,group00840
MEint4252.genome.CDS.1690,group00332
MEint4252.genome.CDS.1758,group00690
MEint4252.genome.CDS.2006,group00409
MEint4252.genome.CDS.1697,group00072
MEint4252.genome.CDS.1694,group00398
MEint4252.genome.CDS.1695,group00248
MEint4252.genome.CDS.1753,group00288
MEint4252.genome.CDS.1752,group00078
MEint4252.genome.CDS.1698,group00062
MEint4252.genome.CDS.1750,group00164
MEint4252.genome.CDS.1757,group00947
MEint4252.genome.CDS.2189,group00209
MEint4252.genome.CDS.1754,group00440
MEint4252.genome.CDS.2023,group00953
MEint4252.genome.CDS.1331,group01027
MEint4252.genome.CDS.920,group00027
MEint4252.genome.CDS.1330,group00521
MEint4252.genome.CDS.673,group03248
MEint4252.genome.CDS.1998,group00529
MEint4252.genome.CDS.1391,group00923
MEint4252.genome.CDS.675,group01100
MEint4252.genome.CDS.2136,group03258
MEint4252.genome.CDS.2137,group00769
MEint4252.genome.CDS.2134,group00014
MEint4252.genome.CDS.1259,group00391
MEint4252.genome.CDS.2132,group01176
MEint4252.genome.CDS.1449,group01441
MEint4252.genome.CDS.1629,group00768
MEint4252.genome.CDS.2131,group01305
MEint4252.genome.CDS.1627,group01361
MEint4252.genome.CDS.1626,group01795
MEint4252.genome.CDS.1625,group03239
MEint4252.genome.CDS.1624,group01215
MEint4252.genome.CDS.1899,group00854
MEint4252.genome.CDS.1622,group00324
MEint4252.genome.CDS.2138,group00222
MEint4252.genome.CDS.1620,group00685
MEint4252.genome.CDS.1159,group00722
MEint4252.genome.CDS.1158,group00479
MEint4252.genome.CDS.1554,group03237
MEint4252.genome.CDS.1567,group00108
MEint4252.genome.CDS.1151,group01935
MEint4252.genome.CDS.1150,group00836
MEint4252.genome.CDS.1153,group01236
MEint4252.genome.CDS.1152,group01778
MEint4252.genome.CDS.1155,group01370
MEint4252.genome.CDS.1154,group00980
MEint4252.genome.CDS.1157,group00352
MEint4252.genome.CDS.1972,group00809
MEint4252.genome.CDS.1234,group00580
MEint4252.genome.CDS.2073,group01356
MEint4252.genome.CDS.1236,group00457
MEint4252.genome.CDS.1237,group00282
MEint4252.genome.CDS.1230,group00522
MEint4252.genome.CDS.1231,group00610
MEint4252.genome.CDS.1232,group00618
MEint4252.genome.CDS.1233,group00619
MEint4252.genome.CDS.1335,group00617
MEint4252.genome.CDS.1334,group00550
MEint4252.genome.CDS.1337,group00739
MEint4252.genome.CDS.1336,group00551
MEint4252.genome.CDS.1238,group01161
MEint4252.genome.CDS.1239,group00724
MEint4252.genome.CDS.1333,group00393
MEint4252.genome.CDS.1332,group00374
MEint4252.genome.CDS.1977,group01107
MEint4252.genome.CDS.1976,group00803
MEint4252.genome.CDS.1975,group00997
MEint4252.genome.CDS.1974,group00473
MEint4252.genome.CDS.1973,group00648
MEint4252.genome.CDS.1441,group00704
MEint4252.genome.CDS.1971,group00694
MEint4252.genome.CDS.1970,group00604
MEint4252.genome.CDS.1440,group00475
MEint4252.genome.CDS.1979,group00092
MEint4252.genome.CDS.1978,group00242
MEint4252.genome.CDS.1759,group03244
MEint4252.genome.CDS.1681,group00762
MEint4252.genome.CDS.2228,group02249
MEint4252.genome.CDS.1628,group00714
MEint4252.genome.CDS.2010,group03253
MEint4252.genome.CDS.2222,group00064
MEint4252.genome.CDS.2223,group01557
MEint4252.genome.CDS.2220,group02625
MEint4252.genome.CDS.2221,group01534
MEint4252.genome.CDS.2226,group00608
MEint4252.genome.CDS.2227,group02969
MEint4252.genome.CDS.2224,group01091
MEint4252.genome.CDS.1692,group00079
MEint4252.genome.CDS.1783,group00871
MEint4252.genome.CDS.1682,group00073
MEint4252.genome.CDS.1685,group00964
MEint4252.genome.CDS.1782,group00017
MEint4252.genome.CDS.2014,group02095
MEint4252.genome.CDS.1483,group00351
MEint4252.genome.CDS.1482,group00536
MEint4252.genome.CDS.1481,group01406
MEint4252.genome.CDS.1480,group01279
MEint4252.genome.CDS.1487,group00673
MEint4252.genome.CDS.1486,group00902
MEint4252.genome.CDS.1398,group01112
MEint4252.genome.CDS.1484,group00303
MEint4252.genome.CDS.1520,group00335
MEint4252.genome.CDS.1521,group00125
MEint4252.genome.CDS.1522,group03233
MEint4252.genome.CDS.1523,group03235
MEint4252.genome.CDS.1524,group02069
MEint4252.genome.CDS.1525,group02070
MEint4252.genome.CDS.1526,group00107
MEint4252.genome.CDS.1527,group02239
MEint4252.genome.CDS.2019,group01704
MEint4252.genome.CDS.2018,group01880
MEint4252.genome.CDS.87,group03227
MEint4252.genome.CDS.1459,group00570
MEint4252.genome.CDS.1878,group00051
MEint4252.genome.CDS.1879,group01162
MEint4252.genome.CDS.1876,group00177
MEint4252.genome.CDS.1877,group00301
MEint4252.genome.CDS.1874,group01341
MEint4252.genome.CDS.1875,group00512
MEint4252.genome.CDS.1872,group02386
MEint4252.genome.CDS.1873,group02966
MEint4252.genome.CDS.1870,group02965
MEint4252.genome.CDS.1871,group00608
MEint4252.genome.CDS.1241,group00004
MEint4252.genome.CDS.1240,group00342
MEint4252.genome.CDS.1243,group00250
MEint4252.genome.CDS.1242,group03229
MEint4252.genome.CDS.1245,group00160
MEint4252.genome.CDS.1244,group00219
MEint4252.genome.CDS.1247,group00134
MEint4252.genome.CDS.1246,group00159
MEint4252.genome.CDS.1249,group00275
MEint4252.genome.CDS.1248,group00354
MEint4252.genome.CDS.1503,group00285
MEint4252.genome.CDS.2048,group00015
MEint4252.genome.CDS.1891,group01839
MEint4252.genome.CDS.2046,group00119
MEint4252.genome.CDS.2047,group00118
MEint4252.genome.CDS.2044,group00779
MEint4252.genome.CDS.2045,group00995
MEint4252.genome.CDS.2042,group00506
MEint4252.genome.CDS.2043,group00269
MEint4252.genome.CDS.2040,group00388
MEint4252.genome.CDS.2041,group00507
MEint4252.genome.CDS.1893,group00096
MEint4252.genome.CDS.1209,group00133
MEint4252.genome.CDS.2225,group02354
MEint4252.genome.CDS.2049,group00193
MEint4252.genome.CDS.1200,group00405
MEint4252.genome.CDS.1325,group00734
MEint4252.genome.CDS.453,group01238
MEint4252.genome.CDS.454,group00230
MEint4252.genome.CDS.456,group01414
MEint4252.genome.CDS.1797,group00263
MEint4252.genome.CDS.1848,group00686
MEint4252.genome.CDS.1795,group00048
MEint4252.genome.CDS.1794,group00882
MEint4252.genome.CDS.1793,group00444
MEint4252.genome.CDS.1792,group00892
MEint4252.genome.CDS.1791,group00227
MEint4252.genome.CDS.1790,group00297
MEint4252.genome.CDS.1414,group00455
MEint4252.genome.CDS.1415,group00750
MEint4252.genome.CDS.1416,group01086
MEint4252.genome.CDS.1417,group00226
MEint4252.genome.CDS.1410,group00428
MEint4252.genome.CDS.1411,group00114
MEint4252.genome.CDS.1799,group00390
MEint4252.genome.CDS.1413,group00654
MEint4252.genome.CDS.2178,group00314
MEint4252.genome.CDS.2179,group00293
MEint4252.genome.CDS.1170,group00569
MEint4252.genome.CDS.1469,group00814
MEint4252.genome.CDS.1701,group03241
MEint4252.genome.CDS.1702,group00142
MEint4252.genome.CDS.1703,group00191
MEint4252.genome.CDS.1704,group00081
MEint4252.genome.CDS.1705,group00254
MEint4252.genome.CDS.1706,group00094
MEint4252.genome.CDS.1707,group00503
MEint4252.genome.CDS.1708,group00396
MEint4252.genome.CDS.1709,group00955
MEint4252.genome.CDS.1463,group00625
MEint4252.genome.CDS.1462,group00624
MEint4252.genome.CDS.1465,group00561
MEint4252.genome.CDS.1464,group00341
MEint4252.genome.CDS.1467,group00562
MEint4252.genome.CDS.1466,group00161
MEint4252.genome.CDS.1235,group00523
MEint4252.genome.CDS.1117,group00249
MEint4252.genome.CDS.1116,group00674
MEint4252.genome.CDS.1476,group00748
MEint4252.genome.CDS.1663,group01495
MEint4252.genome.CDS.1662,group01097
MEint4252.genome.CDS.1661,group00903
MEint4252.genome.CDS.1660,group00877
MEint4252.genome.CDS.1667,group00129
MEint4252.genome.CDS.1666,group02221
MEint4252.genome.CDS.1665,group01487
MEint4252.genome.CDS.1664,group02154
MEint4252.genome.CDS.1528,group01570
MEint4252.genome.CDS.1850,group00910
MEint4252.genome.CDS.1529,group02677
MEint4252.genome.CDS.2279,group00348
MEint4252.genome.CDS.2278,group00387
MEint4252.genome.CDS.1612,group00361
MEint4252.genome.CDS.2266,group00826
MEint4252.genome.CDS.2267,group01151
MEint4252.genome.CDS.2264,group01120
MEint4252.genome.CDS.2265,group00917
MEint4252.genome.CDS.2262,group00767
MEint4252.genome.CDS.2263,group00652
MEint4252.genome.CDS.2149,group00296
MEint4252.genome.CDS.2261,group01140
MEint4252.genome.CDS.2147,group00252
MEint4252.genome.CDS.2146,group00376
MEint4252.genome.CDS.2145,group00799
MEint4252.genome.CDS.2144,group00526
MEint4252.genome.CDS.2143,group00965
MEint4252.genome.CDS.2142,group00553
MEint4252.genome.CDS.2141,group00665
MEint4252.genome.CDS.2269,group00069
MEint4252.genome.CDS.1719,group00113
MEint4252.genome.CDS.1489,group00350
MEint4252.genome.CDS.1564,group00832
MEint4252.genome.CDS.1565,group00149
MEint4252.genome.CDS.1566,group00898
MEint4252.genome.CDS.1488,group00267
MEint4252.genome.CDS.1560,group03236
MEint4252.genome.CDS.1561,group00142
MEint4252.genome.CDS.1562,group01066
MEint4252.genome.CDS.1563,group00253
MEint4252.genome.CDS.1205,group00323
MEint4252.genome.CDS.1204,group00484
MEint4252.genome.CDS.1207,group00480
MEint4252.genome.CDS.1206,group00138
MEint4252.genome.CDS.1568,group00156
MEint4252.genome.CDS.2088,group00312
MEint4252.genome.CDS.1203,group00547
MEint4252.genome.CDS.1202,group00499
MEint4252.genome.CDS.1807,group00784
MEint4252.genome.CDS.1806,group00176
MEint4252.genome.CDS.1805,group00979
MEint4252.genome.CDS.2089,group00708
MEint4252.genome.CDS.1803,group00442
MEint4252.genome.CDS.1802,group03247
MEint4252.genome.CDS.1801,group00397
MEint4252.genome.CDS.1800,group00486
MEint4252.genome.CDS.1809,group00052
MEint4252.genome.CDS.1808,group00730
MEint4252.genome.CDS.1933,group00555
MEint4252.genome.CDS.1932,group00018
MEint4252.genome.CDS.1931,group00483
MEint4252.genome.CDS.1930,group00076
MEint4252.genome.CDS.1937,group00451
MEint4252.genome.CDS.1936,group01061
MEint4252.genome.CDS.1935,group01051
MEint4252.genome.CDS.1934,group01002
MEint4252.genome.CDS.1939,group00834
MEint4252.genome.CDS.1938,group00969
MEint4252.genome.CDS.1601,group00116
MEint4252.genome.CDS.1362,group01456
MEint4252.genome.CDS.1363,group00010
MEint4252.genome.CDS.1360,group00716
MEint4252.genome.CDS.1361,group01364
MEint4252.genome.CDS.1366,group00634
MEint4252.genome.CDS.1367,group00516
MEint4252.genome.CDS.1364,group00787
MEint4252.genome.CDS.1365,group01404
MEint4252.genome.CDS.1368,group00004
MEint4252.genome.CDS.1369,group00016
MEint4252.genome.CDS.1610,group00014
MEint4252.genome.CDS.1890,group01369
MEint4252.genome.CDS.1278,group00086
MEint4252.genome.CDS.1892,group00987
MEint4252.genome.CDS.2081,group00030
MEint4252.genome.CDS.1894,group00886
MEint4252.genome.CDS.1895,group00970
MEint4252.genome.CDS.1896,group01199
MEint4252.genome.CDS.1897,group01235
MEint4252.genome.CDS.1898,group02581
MEint4252.genome.CDS.1616,group00060
MEint4252.genome.CDS.1617,group00152
MEint4252.genome.CDS.1614,group00215
MEint4252.genome.CDS.2072,group01014
MEint4252.genome.CDS.1615,group00057
MEint4252.genome.CDS.1296,group00245
MEint4252.genome.CDS.1297,group02378
MEint4252.genome.CDS.1294,group00675
MEint4252.genome.CDS.1295,group00437
MEint4252.genome.CDS.1292,group00700
MEint4252.genome.CDS.1293,group00566
MEint4252.genome.CDS.1290,group00100
MEint4252.genome.CDS.1291,group00099
MEint4252.genome.CDS.1298,group00435
MEint4252.genome.CDS.1299,group00402
MEint4252.genome.CDS.1511,group01310
MEint4252.genome.CDS.1510,group00939
MEint4252.genome.CDS.1513,group00109
MEint4252.genome.CDS.1512,group02363
MEint4252.genome.CDS.1515,group00601
MEint4252.genome.CDS.1514,group00772
MEint4252.genome.CDS.1517,group00040
MEint4252.genome.CDS.1516,group00336
MEint4252.genome.CDS.1519,group00120
MEint4252.genome.CDS.1518,group00110
MEint4252.genome.CDS.2190,group00511
MEint4252.genome.CDS.1272,group00027
MEint4252.genome.CDS.1273,group01609
MEint4252.genome.CDS.1647,group00016
MEint4252.genome.CDS.2017,group00036
MEint4252.genome.CDS.1729,group00691
MEint4252.genome.CDS.2245,group00016
MEint4252.genome.CDS.2191,group00171
MEint4252.genome.CDS.1751,group00195
MEint4252.genome.CDS.1425,group00448
MEint4252.genome.CDS.1424,group00449
MEint4252.genome.CDS.1588,group00633
MEint4252.genome.CDS.1426,group00358
MEint4252.genome.CDS.1421,group00137
MEint4252.genome.CDS.1420,group00058
MEint4252.genome.CDS.1423,group00387
MEint4252.genome.CDS.1422,group00348
MEint4252.genome.CDS.1582,group01164
MEint4252.genome.CDS.1580,group00485
MEint4252.genome.CDS.1581,group00319
MEint4252.genome.CDS.1429,group00359
MEint4252.genome.CDS.1587,group00693
MEint4252.genome.CDS.1584,group00223
MEint4252.genome.CDS.1585,group00241
MEint4252.genome.CDS.2037,group00128
MEint4252.genome.CDS.2036,group00890
MEint4252.genome.CDS.2035,group00375
MEint4252.genome.CDS.2034,group00044
MEint4252.genome.CDS.2033,group00826
MEint4252.genome.CDS.2032,group02968
MEint4252.genome.CDS.2031,group01939
MEint4252.genome.CDS.2030,group01472
MEint4252.genome.CDS.1744,group00028
MEint4252.genome.CDS.1745,group00452
MEint4252.genome.CDS.1746,group00915
MEint4252.genome.CDS.1747,group00211
MEint4252.genome.CDS.1740,group00054
MEint4252.genome.CDS.1741,group00070
MEint4252.genome.CDS.2039,group00408
MEint4252.genome.CDS.1743,group00262
MEint4252.genome.CDS.1348,group00037
MEint4252.genome.CDS.1549,group00564
MEint4252.genome.CDS.1222,group01350
MEint4252.genome.CDS.1649,group00342
MEint4252.genome.CDS.1727,group03242
MEint4252.genome.CDS.1505,group01017
MEint4252.genome.CDS.1619,group00850
MEint4252.genome.CDS.1427,group00754
MEint4252.genome.CDS.1739,group00165
MEint4252.genome.CDS.1631,group00931
MEint4252.genome.CDS.1632,group00846
MEint4252.genome.CDS.1633,group00014
MEint4252.genome.CDS.1634,group01126
MEint4252.genome.CDS.1635,group00316
MEint4252.genome.CDS.1636,group01414
MEint4252.genome.CDS.1637,group00938
MEint4252.genome.CDS.1638,group00007
MEint4252.genome.CDS.1639,group00495
MEint4252.genome.CDS.1733,group03243
MEint4252.genome.CDS.1732,group01684
MEint4252.genome.CDS.1735,group00876
MEint4252.genome.CDS.1734,group01899
MEint4252.genome.CDS.1737,group00369
MEint4252.genome.CDS.1736,group00399
MEint4252.genome.CDS.1148,group01693
MEint4252.genome.CDS.1149,group00064
MEint4252.genome.CDS.1756,group00007
MEint4252.genome.CDS.2103,group00225
MEint4252.genome.CDS.2102,group00240
MEint4252.genome.CDS.1140,group00202
MEint4252.genome.CDS.1141,group00306
MEint4252.genome.CDS.2107,group00490
MEint4252.genome.CDS.1147,group03238
MEint4252.genome.CDS.1144,group00999
MEint4252.genome.CDS.2119,group00261
MEint4252.genome.CDS.1343,group03230
MEint4252.genome.CDS.1179,group00175
MEint4252.genome.CDS.1328,group01243
MEint4252.genome.CDS.1329,group00689
MEint4252.genome.CDS.1326,group00432
MEint4252.genome.CDS.1327,group01041
MEint4252.genome.CDS.1324,group00596
MEint4252.genome.CDS.1178,group00091
MEint4252.genome.CDS.1322,group01211
MEint4252.genome.CDS.1323,group00579
MEint4252.genome.CDS.1320,group01055
MEint4252.genome.CDS.1321,group00259
MEint4252.genome.CDS.1177,group00198
MEint4252.genome.CDS.1479,group00430
MEint4252.genome.CDS.2004,group00438
MEint4252.genome.CDS.1176,group00419
MEint4252.genome.CDS.2116,group02859
MEint4252.genome.CDS.2117,group00707
MEint4252.genome.CDS.2219,group01298
MEint4252.genome.CDS.2218,group01180
MEint4252.genome.CDS.2217,group00201
MEint4252.genome.CDS.1173,group00849
MEint4252.genome.CDS.2215,group00950
MEint4252.genome.CDS.2214,group00780
MEint4252.genome.CDS.2213,group01302
MEint4252.genome.CDS.2212,group00973
MEint4252.genome.CDS.2211,group01071
MEint4252.genome.CDS.1172,group00796
MEint4252.genome.CDS.734,group00978
MEint4252.genome.CDS.1142,group00284
MEint4252.genome.CDS.1171,group01059
MEint4252.genome.CDS.1907,group00955
MEint4252.genome.CDS.1761,group00765
MEint4252.genome.CDS.2298,group00647
MEint4252.genome.CDS.2303,group00682
MEint4252.genome.CDS.1995,group00203
MEint4252.genome.CDS.1994,group00026
MEint4252.genome.CDS.1496,group01148
MEint4252.genome.CDS.1996,group00794
MEint4252.genome.CDS.1559,group02070
MEint4252.genome.CDS.1491,group00229
MEint4252.genome.CDS.1993,group00140
MEint4252.genome.CDS.1493,group00123
MEint4252.genome.CDS.1555,group02620
MEint4252.genome.CDS.590,group00460
MEint4252.genome.CDS.1557,group00918
MEint4252.genome.CDS.1556,group00897
MEint4252.genome.CDS.1551,group00445
MEint4252.genome.CDS.1499,group00201
MEint4252.genome.CDS.1553,group00404
MEint4252.genome.CDS.1903,group00135
MEint4252.genome.CDS.1143,group00382
MEint4252.genome.CDS.1900,group00305
MEint4252.genome.CDS.1837,group01083
MEint4252.genome.CDS.1901,group00234
MEint4252.genome.CDS.1843,group00649
MEint4252.genome.CDS.1969,group00603
MEint4252.genome.CDS.1841,group00179
MEint4252.genome.CDS.1840,group00180
MEint4252.genome.CDS.1847,group00981
MEint4252.genome.CDS.1846,group00909
MEint4252.genome.CDS.1845,group00117
MEint4252.genome.CDS.1960,group00615
MEint4252.genome.CDS.1961,group00723
MEint4252.genome.CDS.1962,group00698
MEint4252.genome.CDS.1963,group00272
MEint4252.genome.CDS.1964,group00443
MEint4252.genome.CDS.1965,group01922
MEint4252.genome.CDS.1966,group00212
MEint4252.genome.CDS.1967,group00403
MEint4252.genome.CDS.1252,group01058
MEint4252.genome.CDS.1253,group00632
MEint4252.genome.CDS.1250,group00392
MEint4252.genome.CDS.1251,group00672
MEint4252.genome.CDS.1256,group00783
MEint4252.genome.CDS.1257,group00651
MEint4252.genome.CDS.1254,group00278
MEint4252.genome.CDS.1255,group00210
MEint4252.genome.CDS.1393,group00702
MEint4252.genome.CDS.1392,group00018
MEint4252.genome.CDS.1258,group00589
MEint4252.genome.CDS.1390,group01147
MEint4252.genome.CDS.1397,group00467
MEint4252.genome.CDS.1396,group00042
MEint4252.genome.CDS.1395,group00747
MEint4252.genome.CDS.1394,group00017
MEint4252.genome.CDS.1788,group02479
MEint4252.genome.CDS.1789,group00412
MEint4252.genome.CDS.2071,group00718
MEint4252.genome.CDS.2070,group00410
MEint4252.genome.CDS.2077,group00533
MEint4252.genome.CDS.2076,group00307
MEint4252.genome.CDS.2075,group00534
MEint4252.genome.CDS.2074,group00535
MEint4252.genome.CDS.1780,group02963
MEint4252.genome.CDS.1781,group02964
MEint4252.genome.CDS.2079,group00470
MEint4252.genome.CDS.2078,group00532
MEint4252.genome.CDS.1784,group02480
MEint4252.genome.CDS.1785,group03246
MEint4252.genome.CDS.1786,group02923
MEint4252.genome.CDS.1787,group01746
MEint4252.genome.CDS.1589,group00951
MEint4252.genome.CDS.1199,group00031
MEint4252.genome.CDS.1198,group00599
MEint4252.genome.CDS.1675,group00237
MEint4252.genome.CDS.1195,group00235
MEint4252.genome.CDS.1194,group00414
MEint4252.genome.CDS.1197,group00719
MEint4252.genome.CDS.1196,group00200
MEint4252.genome.CDS.1191,group00856
MEint4252.genome.CDS.1190,group00488
MEint4252.genome.CDS.1193,group00413
MEint4252.genome.CDS.1192,group00823
MEint4252.genome.CDS.1146,group00545
MEint4252.genome.CDS.1842,group00855
MEint4252.genome.CDS.1586,group00554
MEint4252.genome.CDS.1428,group00315
MEint4252.genome.CDS.1460,group00509
MEint4252.genome.CDS.1623,group00563
MEint4252.genome.CDS.2183,group00074
MEint4252.genome.CDS.1775,group00065
MEint4252.genome.CDS.1774,group00146
MEint4252.genome.CDS.1478,group03231
