AAA023D18.genome.CDS.1441,20.0
AAA023D18.genome.CDS.1443,14.0
AAA023D18.genome.CDS.1454,13.0
AAA023D18.genome.CDS.1455,10.0
AAA023D18.genome.CDS.1467,14.0
AAA023D18.genome.CDS.1468,26.0
AAA023D18.genome.CDS.1477,94.0
AAA023D18.genome.CDS.1483,29.0
AAA023D18.genome.CDS.1492,158.0
AAA023D18.genome.CDS.1507,17.0
AAA023D18.genome.CDS.1525,10.0
AAA023D18.genome.CDS.1536,10.0
AAA023D18.genome.CDS.1537,15.0
AAA023D18.genome.CDS.560,23.0
AAA023D18.genome.CDS.754,61.0
AAA023D18.genome.CDS.765,19.0
AAA023D18.genome.CDS.775,13.0
AAA023D18.genome.CDS.776,12.0
AAA023D18.genome.CDS.783,10.0
AAA023D18.genome.CDS.784,10.0
AAA023D18.genome.CDS.785,15.0
AAA023D18.genome.CDS.786,361.0
AAA023D18.genome.CDS.795,118.0
AAA023D18.genome.CDS.800,27.0
AAA023D18.genome.CDS.801,10.0
AAA023D18.genome.CDS.804,16.0
AAA023D18.genome.CDS.805,59.0
AAA023D18.genome.CDS.810,15.0
AAA023D18.genome.CDS.814,24.0
AAA023D18.genome.CDS.815,11.0
AAA023D18.genome.CDS.821,11.0
AAA023D18.genome.CDS.824,23.0
AAA023D18.genome.CDS.826,14.0
AAA023D18.genome.CDS.827,24.0
AAA023D18.genome.CDS.829,13.0
AAA023D18.genome.CDS.830,16.0
AAA023D18.genome.CDS.833,41.0
AAA023D18.genome.CDS.836,67.0
AAA023D18.genome.CDS.837,16.0
AAA023D18.genome.CDS.843,11.0
AAA023D18.genome.CDS.844,13.0
AAA023D18.genome.CDS.846,19.0
AAA023D18.genome.CDS.847,11.0
AAA023D18.genome.CDS.862,10.0
AAA023D18.genome.CDS.866,16.0
AAA023D18.genome.CDS.869,17.0
AAA023D18.genome.CDS.871,30.0
AAA023D18.genome.CDS.872,26.0
AAA023D18.genome.CDS.874,14.0
AAA023D18.genome.CDS.876,11.0
AAA023D18.genome.CDS.884,13.0
AAA023D18.genome.CDS.885,12.0
AAA023D18.genome.CDS.886,14.0
AAA023D18.genome.CDS.887,32.0
AAA023D18.genome.CDS.901,335.0
AAA023D18.genome.CDS.902,20.0
AAA023D18.genome.CDS.911,13.0
AAA023D18.genome.CDS.919,3208.0
AAA023D18.genome.CDS.920,15.0
AAA023D18.genome.CDS.925,11.0
AAA023D18.genome.CDS.932,10.0
AAA023D18.genome.CDS.933,29.0
AAA023D18.genome.CDS.934,1258.0
AAA023D18.genome.CDS.945,327.0
AAA023D18.genome.CDS.952,15.0
AAA023D18.genome.CDS.959,24.0
AAA023D18.genome.CDS.968,20.0
AAA023D18.genome.CDS.969,18.0
AAA023D18.genome.CDS.977,10.0
AAA023D18.genome.CDS.979,16.0
AAA023D18.genome.CDS.984,48.0
AAA023D18.genome.CDS.999,126.0
AAA023J06.genome.CDS.1006,26.0
AAA023J06.genome.CDS.1012,11.0
AAA023J06.genome.CDS.1018,12.0
AAA023J06.genome.CDS.1020,10.0
AAA023J06.genome.CDS.1021,83.0
AAA023J06.genome.CDS.1023,77.0
AAA023J06.genome.CDS.1036,13.0
AAA023J06.genome.CDS.1037,57.0
AAA023J06.genome.CDS.1039,14.0
AAA023J06.genome.CDS.1040,113.0
AAA023J06.genome.CDS.1041,16.0
AAA023J06.genome.CDS.1045,12.0
AAA023J06.genome.CDS.1061,10.0
AAA023J06.genome.CDS.1064,21.0
AAA023J06.genome.CDS.1068,12.0
AAA023J06.genome.CDS.1086,14.0
AAA023J06.genome.CDS.1122,28.0
AAA023J06.genome.CDS.1123,13.0
AAA023J06.genome.CDS.1139,458.0
AAA023J06.genome.CDS.1145,21.0
AAA023J06.genome.CDS.1151,18.0
AAA023J06.genome.CDS.1152,20.0
AAA023J06.genome.CDS.1154,37.0
AAA023J06.genome.CDS.1158,1527.0
AAA023J06.genome.CDS.1164,21.0
AAA023J06.genome.CDS.1181,29.0
AAA023J06.genome.CDS.1185,41.0
AAA023J06.genome.CDS.1191,14.0
AAA023J06.genome.CDS.1196,34.0
AAA023J06.genome.CDS.1200,53.0
AAA023J06.genome.CDS.1201,63.0
AAA023J06.genome.CDS.1202,13.0
AAA023J06.genome.CDS.1204,54.0
AAA023J06.genome.CDS.1207,14.0
AAA023J06.genome.CDS.1215,24.0
AAA023J06.genome.CDS.1222,1107.0
AAA023J06.genome.CDS.1225,23.0
AAA023J06.genome.CDS.1235,14.0
AAA023J06.genome.CDS.1236,11.0
AAA023J06.genome.CDS.1238,13.0
AAA023J06.genome.CDS.1241,11.0
AAA023J06.genome.CDS.1244,13.0
AAA023J06.genome.CDS.1245,19.0
AAA023J06.genome.CDS.1247,17.0
AAA023J06.genome.CDS.1248,30.0
AAA023J06.genome.CDS.1255,254.0
AAA023J06.genome.CDS.1256,22.0
AAA023J06.genome.CDS.1257,26.0
AAA023J06.genome.CDS.1259,76.0
AAA023J06.genome.CDS.1269,12.0
AAA023J06.genome.CDS.1270,12.0
AAA023J06.genome.CDS.1306,13.0
AAA023J06.genome.CDS.1311,20.0
AAA023J06.genome.CDS.1313,16.0
AAA023J06.genome.CDS.1319,39.0
AAA023J06.genome.CDS.1322,19.0
AAA023J06.genome.CDS.1331,31.0
AAA023J06.genome.CDS.1343,3111.0
AAA023J06.genome.CDS.1357,25.0
AAA023J06.genome.CDS.1358,27.0
AAA023J06.genome.CDS.1359,11.0
AAA023J06.genome.CDS.1362,11.0
AAA023J06.genome.CDS.1363,17.0
AAA023J06.genome.CDS.1391,1102.0
AAA023J06.genome.CDS.1392,6868.0
AAA023J06.genome.CDS.1395,74.0
AAA023J06.genome.CDS.1404,14.0
AAA023J06.genome.CDS.1409,10.0
AAA023J06.genome.CDS.1412,22.0
AAA023J06.genome.CDS.1469,13.0
AAA023J06.genome.CDS.177,12.0
AAA023J06.genome.CDS.538,24.0
AAA023J06.genome.CDS.731,63.0
AAA023J06.genome.CDS.747,18.0
AAA023J06.genome.CDS.748,45.0
AAA023J06.genome.CDS.757,72.0
AAA023J06.genome.CDS.758,24.0
AAA023J06.genome.CDS.759,26.0
AAA023J06.genome.CDS.762,21.0
AAA023J06.genome.CDS.764,44.0
AAA023J06.genome.CDS.770,10.0
AAA023J06.genome.CDS.781,11.0
AAA023J06.genome.CDS.783,12.0
AAA023J06.genome.CDS.788,10.0
AAA023J06.genome.CDS.789,11.0
AAA023J06.genome.CDS.794,22.0
AAA023J06.genome.CDS.797,19.0
AAA023J06.genome.CDS.798,12.0
AAA023J06.genome.CDS.799,20.0
AAA023J06.genome.CDS.810,10.0
AAA023J06.genome.CDS.828,20.0
AAA023J06.genome.CDS.841,10.0
AAA023J06.genome.CDS.842,14.0
AAA023J06.genome.CDS.878,10.0
AAA023J06.genome.CDS.879,31.0
AAA023J06.genome.CDS.883,19.0
AAA023J06.genome.CDS.884,11.0
AAA023J06.genome.CDS.885,10.0
AAA023J06.genome.CDS.896,12.0
AAA023J06.genome.CDS.912,66.0
AAA023J06.genome.CDS.914,14.0
AAA023J06.genome.CDS.915,33.0
AAA023J06.genome.CDS.917,23.0
AAA023J06.genome.CDS.918,13.0
AAA023J06.genome.CDS.935,305.0
AAA023J06.genome.CDS.937,25.0
AAA023J06.genome.CDS.940,36.0
AAA023J06.genome.CDS.952,12.0
AAA023J06.genome.CDS.953,15.0
AAA023J06.genome.CDS.956,10.0
AAA023J06.genome.CDS.961,38.0
AAA023J06.genome.CDS.970,11.0
AAA023J06.genome.CDS.974,126.0
AAA023J06.genome.CDS.975,18.0
AAA023J06.genome.CDS.976,15.0
AAA023J06.genome.CDS.982,11.0
AAA023J06.genome.CDS.983,10.0
AAA023J06.genome.CDS.984,21.0
AAA023J06.genome.CDS.986,80.0
AAA023J06.genome.CDS.987,29.0
AAA023J06.genome.CDS.988,20.0
AAA023J06.genome.CDS.989,13.0
AAA023J06.genome.CDS.992,66.0
AAA023J06.genome.CDS.993,17.0
AAA023J06.genome.CDS.994,21.0
AAA023J06.genome.CDS.998,24.0
AAA023J06.genome.CDS.999,26.0
AAA024D14.genome.CDS.1008,10.0
AAA024D14.genome.CDS.1010,14.0
AAA024D14.genome.CDS.1011,21.0
AAA024D14.genome.CDS.1012,10.0
AAA024D14.genome.CDS.1018,24.0
AAA024D14.genome.CDS.1024,27.0
AAA024D14.genome.CDS.1034,13.0
AAA024D14.genome.CDS.1035,26.0
AAA024D14.genome.CDS.1041,21.0
AAA024D14.genome.CDS.1047,18.0
AAA024D14.genome.CDS.1048,16.0
AAA024D14.genome.CDS.1049,188.0
AAA024D14.genome.CDS.1050,148.0
AAA024D14.genome.CDS.1052,577.0
AAA024D14.genome.CDS.1053,12.0
AAA024D14.genome.CDS.1054,15.0
AAA024D14.genome.CDS.1055,18.0
AAA024D14.genome.CDS.1058,11.0
AAA024D14.genome.CDS.1061,28.0
AAA024D14.genome.CDS.1062,11.0
AAA024D14.genome.CDS.1065,2000.0
AAA024D14.genome.CDS.1066,49.0
AAA024D14.genome.CDS.1067,14.0
AAA024D14.genome.CDS.1068,11.0
AAA024D14.genome.CDS.1070,19.0
AAA024D14.genome.CDS.1087,33.0
AAA024D14.genome.CDS.1090,100.0
AAA024D14.genome.CDS.1091,3262.0
AAA024D14.genome.CDS.1099,68.0
AAA024D14.genome.CDS.1106,14.0
AAA024D14.genome.CDS.1110,12.0
AAA024D14.genome.CDS.1114,17.0
AAA024D14.genome.CDS.1115,48.0
AAA024D14.genome.CDS.1116,21.0
AAA024D14.genome.CDS.1117,12.0
AAA024D14.genome.CDS.1118,12.0
AAA024D14.genome.CDS.1135,23.0
AAA024D14.genome.CDS.1151,32.0
AAA024D14.genome.CDS.1156,23.0
AAA024D14.genome.CDS.1163,12.0
AAA024D14.genome.CDS.1164,13.0
AAA024D14.genome.CDS.1166,14.0
AAA024D14.genome.CDS.1168,31.0
AAA024D14.genome.CDS.1170,28.0
AAA024D14.genome.CDS.1174,31.0
AAA024D14.genome.CDS.1175,15.0
AAA024D14.genome.CDS.1177,23.0
AAA024D14.genome.CDS.1180,51.0
AAA024D14.genome.CDS.1181,268.0
AAA024D14.genome.CDS.1182,14.0
AAA024D14.genome.CDS.1186,309.0
AAA024D14.genome.CDS.1192,66.0
AAA024D14.genome.CDS.1196,997.0
AAA024D14.genome.CDS.1197,16.0
AAA024D14.genome.CDS.1198,24.0
AAA024D14.genome.CDS.1199,15.0
AAA024D14.genome.CDS.1203,12.0
AAA024D14.genome.CDS.1204,20.0
AAA024D14.genome.CDS.1205,28.0
AAA024D14.genome.CDS.1215,19.0
AAA024D14.genome.CDS.1216,18.0
AAA024D14.genome.CDS.1218,19.0
AAA024D14.genome.CDS.1228,10.0
AAA024D14.genome.CDS.1239,10.0
AAA024D14.genome.CDS.1242,32.0
AAA024D14.genome.CDS.1247,12.0
AAA024D14.genome.CDS.1251,103.0
AAA024D14.genome.CDS.1253,13.0
AAA024D14.genome.CDS.1260,25.0
AAA024D14.genome.CDS.1270,28.0
AAA024D14.genome.CDS.1276,210.0
AAA024D14.genome.CDS.1282,69.0
AAA024D14.genome.CDS.1283,337.0
AAA024D14.genome.CDS.1290,11.0
AAA024D14.genome.CDS.1292,68.0
AAA024D14.genome.CDS.1317,224.0
AAA024D14.genome.CDS.1319,26.0
AAA024D14.genome.CDS.1320,73.0
AAA024D14.genome.CDS.1321,56.0
AAA024D14.genome.CDS.1322,313.0
AAA024D14.genome.CDS.1323,1057.0
AAA024D14.genome.CDS.1324,77.0
AAA024D14.genome.CDS.1325,178.0
AAA024D14.genome.CDS.1326,53.0
AAA024D14.genome.CDS.1327,54.0
AAA024D14.genome.CDS.1328,91.0
AAA024D14.genome.CDS.1329,23.0
AAA024D14.genome.CDS.1331,115.0
AAA024D14.genome.CDS.1332,77.0
AAA024D14.genome.CDS.1333,12.0
AAA024D14.genome.CDS.1334,15.0
AAA024D14.genome.CDS.1335,45.0
AAA024D14.genome.CDS.1336,18.0
AAA024D14.genome.CDS.1337,64.0
AAA024D14.genome.CDS.1338,12.0
AAA024D14.genome.CDS.1339,51.0
AAA024D14.genome.CDS.1340,51.0
AAA024D14.genome.CDS.1341,20.0
AAA024D14.genome.CDS.1342,67.0
AAA024D14.genome.CDS.1344,30.0
AAA024D14.genome.CDS.1345,106.0
AAA024D14.genome.CDS.1348,629.0
AAA024D14.genome.CDS.1350,18.0
AAA024D14.genome.CDS.1351,24.0
AAA024D14.genome.CDS.1358,14.0
AAA024D14.genome.CDS.1379,11.0
AAA024D14.genome.CDS.1381,27.0
AAA024D14.genome.CDS.1387,15.0
AAA024D14.genome.CDS.1395,65.0
AAA024D14.genome.CDS.1406,115.0
AAA024D14.genome.CDS.1407,558.0
AAA024D14.genome.CDS.1433,10.0
AAA024D14.genome.CDS.1438,20.0
AAA024D14.genome.CDS.1440,25.0
AAA024D14.genome.CDS.1449,54.0
AAA024D14.genome.CDS.1451,12.0
AAA024D14.genome.CDS.1455,149.0
AAA024D14.genome.CDS.1458,17.0
AAA024D14.genome.CDS.1460,10.0
AAA024D14.genome.CDS.1462,35.0
AAA024D14.genome.CDS.1485,15.0
AAA024D14.genome.CDS.1486,84.0
AAA024D14.genome.CDS.1487,16.0
AAA024D14.genome.CDS.1493,47.0
AAA024D14.genome.CDS.1494,75.0
AAA024D14.genome.CDS.1496,55.0
AAA024D14.genome.CDS.1497,63.0
AAA024D14.genome.CDS.1498,54.0
AAA024D14.genome.CDS.1500,20.0
AAA024D14.genome.CDS.1508,20.0
AAA024D14.genome.CDS.1515,12.0
AAA024D14.genome.CDS.1521,32.0
AAA024D14.genome.CDS.1522,28.0
AAA024D14.genome.CDS.1532,40.0
AAA024D14.genome.CDS.1540,32.0
AAA024D14.genome.CDS.1545,23.0
AAA024D14.genome.CDS.1547,31.0
AAA024D14.genome.CDS.1553,16.0
AAA024D14.genome.CDS.1558,769.0
AAA024D14.genome.CDS.1559,18.0
AAA024D14.genome.CDS.1563,72.0
AAA024D14.genome.CDS.1565,24.0
AAA024D14.genome.CDS.1582,257.0
AAA024D14.genome.CDS.1601,17.0
AAA024D14.genome.CDS.1611,76.0
AAA024D14.genome.CDS.1612,18.0
AAA024D14.genome.CDS.1617,11.0
AAA024D14.genome.CDS.1627,2095.0
AAA024D14.genome.CDS.1634,21.0
AAA024D14.genome.CDS.1637,12.0
AAA024D14.genome.CDS.1641,44.0
AAA024D14.genome.CDS.1649,32.0
AAA024D14.genome.CDS.303,11.0
AAA024D14.genome.CDS.380,399.0
AAA024D14.genome.CDS.797,13.0
AAA024D14.genome.CDS.802,16.0
AAA024D14.genome.CDS.803,20.0
AAA024D14.genome.CDS.805,26.0
AAA024D14.genome.CDS.806,24.0
AAA024D14.genome.CDS.809,16.0
AAA024D14.genome.CDS.820,278.0
AAA024D14.genome.CDS.821,17.0
AAA024D14.genome.CDS.831,20.0
AAA024D14.genome.CDS.852,23.0
AAA024D14.genome.CDS.860,10.0
AAA024D14.genome.CDS.867,22.0
AAA024D14.genome.CDS.868,917.0
AAA024D14.genome.CDS.872,13.0
AAA024D14.genome.CDS.875,1212.0
AAA024D14.genome.CDS.881,20.0
AAA024D14.genome.CDS.883,10.0
AAA024D14.genome.CDS.886,13.0
AAA024D14.genome.CDS.890,13.0
AAA024D14.genome.CDS.891,16.0
AAA024D14.genome.CDS.892,62.0
AAA024D14.genome.CDS.893,53.0
AAA024D14.genome.CDS.894,164.0
AAA024D14.genome.CDS.895,67.0
AAA024D14.genome.CDS.896,222.0
AAA024D14.genome.CDS.898,10.0
AAA024D14.genome.CDS.899,12.0
AAA024D14.genome.CDS.904,10.0
AAA024D14.genome.CDS.912,46.0
AAA024D14.genome.CDS.917,12.0
AAA024D14.genome.CDS.918,15.0
AAA024D14.genome.CDS.921,27.0
AAA024D14.genome.CDS.929,12.0
AAA024D14.genome.CDS.936,10.0
AAA024D14.genome.CDS.956,23.0
AAA024D14.genome.CDS.957,11.0
AAA024D14.genome.CDS.965,282.0
AAA024D14.genome.CDS.968,17.0
AAA024D14.genome.CDS.969,12.0
AAA024D14.genome.CDS.977,10.0
AAA024D14.genome.CDS.985,22.0
AAA027J17.genome.CDS.1000,24.0
AAA027J17.genome.CDS.1001,31.0
AAA027J17.genome.CDS.1002,42.0
AAA027J17.genome.CDS.1003,18.0
AAA027J17.genome.CDS.1004,25.0
AAA027J17.genome.CDS.1005,17.0
AAA027J17.genome.CDS.1008,12.0
AAA027J17.genome.CDS.1009,38.0
AAA027J17.genome.CDS.1010,41.0
AAA027J17.genome.CDS.1012,16.0
AAA027J17.genome.CDS.1014,10.0
AAA027J17.genome.CDS.1017,31.0
AAA027J17.genome.CDS.1019,31.0
AAA027J17.genome.CDS.1021,11.0
AAA027J17.genome.CDS.1025,16.0
AAA027J17.genome.CDS.1026,12.0
AAA027J17.genome.CDS.1028,10.0
AAA027J17.genome.CDS.1030,16.0
AAA027J17.genome.CDS.1031,11.0
AAA027J17.genome.CDS.1032,14.0
AAA027J17.genome.CDS.1033,49.0
AAA027J17.genome.CDS.1034,51.0
AAA027J17.genome.CDS.1035,15.0
AAA027J17.genome.CDS.1036,19.0
AAA027J17.genome.CDS.1037,19.0
AAA027J17.genome.CDS.1038,192.0
AAA027J17.genome.CDS.1039,14.0
AAA027J17.genome.CDS.1040,26.0
AAA027J17.genome.CDS.1042,85.0
AAA027J17.genome.CDS.1046,22.0
AAA027J17.genome.CDS.1047,14.0
AAA027J17.genome.CDS.1048,19.0
AAA027J17.genome.CDS.1049,16.0
AAA027J17.genome.CDS.1050,28.0
AAA027J17.genome.CDS.1055,17.0
AAA027J17.genome.CDS.1056,51.0
AAA027J17.genome.CDS.1057,19.0
AAA027J17.genome.CDS.1058,219.0
AAA027J17.genome.CDS.1059,91.0
AAA027J17.genome.CDS.1060,52.0
AAA027J17.genome.CDS.1065,17.0
AAA027J17.genome.CDS.1067,21.0
AAA027J17.genome.CDS.1068,34.0
AAA027J17.genome.CDS.1069,15.0
AAA027J17.genome.CDS.1072,89.0
AAA027J17.genome.CDS.1073,24.0
AAA027J17.genome.CDS.1074,18.0
AAA027J17.genome.CDS.1076,130.0
AAA027J17.genome.CDS.1077,99.0
AAA027J17.genome.CDS.1079,10.0
AAA027J17.genome.CDS.1082,16.0
AAA027J17.genome.CDS.1084,11.0
AAA027J17.genome.CDS.1085,33.0
AAA027J17.genome.CDS.1086,99.0
AAA027J17.genome.CDS.1087,48.0
AAA027J17.genome.CDS.1088,44.0
AAA027J17.genome.CDS.1091,23.0
AAA027J17.genome.CDS.1093,12.0
AAA027J17.genome.CDS.1098,10.0
AAA027J17.genome.CDS.1099,26.0
AAA027J17.genome.CDS.1100,18.0
AAA027J17.genome.CDS.1101,36.0
AAA027J17.genome.CDS.1102,5717.0
AAA027J17.genome.CDS.1103,85.0
AAA027J17.genome.CDS.1104,48.0
AAA027J17.genome.CDS.1105,31.0
AAA027J17.genome.CDS.1106,73.0
AAA027J17.genome.CDS.1107,38.0
AAA027J17.genome.CDS.1108,32.0
AAA027J17.genome.CDS.1110,78.0
AAA027J17.genome.CDS.1111,13.0
AAA027J17.genome.CDS.1115,10.0
AAA027J17.genome.CDS.1117,31.0
AAA027J17.genome.CDS.1118,18.0
AAA027J17.genome.CDS.1119,35.0
AAA027J17.genome.CDS.1120,12.0
AAA027J17.genome.CDS.1122,23.0
AAA027J17.genome.CDS.1123,88.0
AAA027J17.genome.CDS.1124,5245.0
AAA027J17.genome.CDS.1125,17.0
AAA027J17.genome.CDS.1126,19.0
AAA027J17.genome.CDS.1127,34.0
AAA027J17.genome.CDS.1128,68.0
AAA027J17.genome.CDS.1130,40.0
AAA027J17.genome.CDS.1131,37.0
AAA027J17.genome.CDS.1132,15.0
AAA027J17.genome.CDS.1134,15.0
AAA027J17.genome.CDS.1135,18.0
AAA027J17.genome.CDS.1137,14.0
AAA027J17.genome.CDS.1138,150.0
AAA027J17.genome.CDS.1139,25.0
AAA027J17.genome.CDS.1140,22.0
AAA027J17.genome.CDS.1142,18.0
AAA027J17.genome.CDS.1143,24.0
AAA027J17.genome.CDS.1144,194.0
AAA027J17.genome.CDS.1145,57.0
AAA027J17.genome.CDS.1146,16.0
AAA027J17.genome.CDS.1147,19.0
AAA027J17.genome.CDS.1148,62.0
AAA027J17.genome.CDS.1150,19.0
AAA027J17.genome.CDS.1151,56.0
AAA027J17.genome.CDS.1152,20.0
AAA027J17.genome.CDS.1153,81.0
AAA027J17.genome.CDS.1155,10.0
AAA027J17.genome.CDS.1158,44.0
AAA027J17.genome.CDS.1160,24.0
AAA027J17.genome.CDS.1161,28.0
AAA027J17.genome.CDS.1162,38.0
AAA027J17.genome.CDS.1164,22.0
AAA027J17.genome.CDS.1166,49.0
AAA027J17.genome.CDS.1167,15.0
AAA027J17.genome.CDS.1169,11.0
AAA027J17.genome.CDS.1170,17.0
AAA027J17.genome.CDS.1171,12.0
AAA027J17.genome.CDS.1173,17.0
AAA027J17.genome.CDS.1174,52.0
AAA027J17.genome.CDS.1175,78.0
AAA027J17.genome.CDS.1176,21.0
AAA027J17.genome.CDS.1179,25.0
AAA027J17.genome.CDS.1180,46.0
AAA027J17.genome.CDS.1181,10.0
AAA027J17.genome.CDS.1183,23.0
AAA027J17.genome.CDS.1184,66.0
AAA027J17.genome.CDS.1185,15.0
AAA027J17.genome.CDS.1186,55.0
AAA027J17.genome.CDS.1188,28.0
AAA027J17.genome.CDS.1189,195.0
AAA027J17.genome.CDS.1191,13.0
AAA027J17.genome.CDS.1193,12.0
AAA027J17.genome.CDS.1194,24.0
AAA027J17.genome.CDS.1195,70.0
AAA027J17.genome.CDS.1196,59.0
AAA027J17.genome.CDS.1197,46.0
AAA027J17.genome.CDS.1198,124.0
AAA027J17.genome.CDS.1199,25.0
AAA027J17.genome.CDS.1200,29.0
AAA027J17.genome.CDS.1202,10.0
AAA027J17.genome.CDS.1203,120.0
AAA027J17.genome.CDS.1204,80.0
AAA027J17.genome.CDS.1205,27.0
AAA027J17.genome.CDS.1206,19.0
AAA027J17.genome.CDS.1207,68.0
AAA027J17.genome.CDS.1208,39.0
AAA027J17.genome.CDS.1209,33.0
AAA027J17.genome.CDS.1210,56.0
AAA027J17.genome.CDS.1211,59.0
AAA027J17.genome.CDS.1213,23.0
AAA027J17.genome.CDS.1214,66.0
AAA027J17.genome.CDS.1215,60.0
AAA027J17.genome.CDS.1216,143.0
AAA027J17.genome.CDS.1217,14.0
AAA027J17.genome.CDS.1219,13.0
AAA027J17.genome.CDS.1220,213.0
AAA027J17.genome.CDS.1222,22.0
AAA027J17.genome.CDS.1223,24.0
AAA027J17.genome.CDS.1224,23.0
AAA027J17.genome.CDS.1225,456.0
AAA027J17.genome.CDS.1226,27.0
AAA027J17.genome.CDS.1227,71.0
AAA027J17.genome.CDS.1228,15.0
AAA027J17.genome.CDS.1230,11.0
AAA027J17.genome.CDS.1231,22.0
AAA027J17.genome.CDS.1232,21.0
AAA027J17.genome.CDS.1235,10.0
