,Count,RPKM
AAA024D14.genome.CDS.1325,130.0,186.67752118909414
AAA024D14.genome.CDS.1326,42.0,62.75624776772665
AAA024D14.genome.CDS.1327,30.0,101.5443659215402
AAA024D14.genome.CDS.1328,59.0,70.39922347222368
AAA024D14.genome.CDS.1329,15.0,52.375515054268114
AAA024D14.genome.CDS.1331,67.0,86.81514409385846
AAA024D14.genome.CDS.1332,31.0,74.51492359170028
AAA024D14.genome.CDS.1334,12.0,44.22821271249307
AAA024D14.genome.CDS.1335,18.0,48.54316029419971
AAA024D14.genome.CDS.1337,36.0,64.20224426007057
AAA024D14.genome.CDS.1338,10.0,53.50187021672549
AAA024D14.genome.CDS.1339,25.0,61.428073211795926
AAA024D14.genome.CDS.1340,36.0,66.3423190687396
AAA024D14.genome.CDS.1341,20.0,52.65263418153936
AAA024D14.genome.CDS.1342,24.0,38.091283675831356
AAA024D14.genome.CDS.1344,28.0,63.18316101784725
AAA024D14.genome.CDS.1345,29.0,22.267676539276025
AAA024D14.genome.CDS.1348,38.0,33.524044210267355
AAA024D14.genome.CDS.1351,15.0,35.540528072539075
AAA024D14.genome.CDS.1406,20.0,41.724728974050066
AAA024D14.genome.CDS.1407,90.0,75.77168421556554
AAA024D14.genome.CDS.1455,38.0,26.425661683565043
AAA024D14.genome.CDS.1493,19.0,48.85674660100979
AAA024D14.genome.CDS.1494,70.0,107.99912406539005
AAA024D14.genome.CDS.1496,43.0,60.696164254378786
AAA024D14.genome.CDS.1497,31.0,71.41013510871277
AAA024D14.genome.CDS.1498,36.0,47.76646972949251
AAA024D14.genome.CDS.1558,408.0,309.698697712194
AAA024D14.genome.CDS.1582,42.0,32.47526108259981
AAA024D14.genome.CDS.1611,28.0,24.70192731282858
AAA024D14.genome.CDS.1627,210.0,319.5386927622779
AAA024D14.genome.CDS.1641,20.0,33.006128889920205
AAA024D14.genome.CDS.1649,10.0,16.838152047903453
AAA024D14.genome.CDS.380,70.0,83.52450242467216
AAA024D14.genome.CDS.820,147.0,95.23750881938204
AAA024D14.genome.CDS.868,654.0,860.8705688681686
AAA024D14.genome.CDS.875,257.0,239.46595506553476
AAA024D14.genome.CDS.891,14.0,68.29356374723196
AAA024D14.genome.CDS.892,16.0,29.98522895762242
AAA024D14.genome.CDS.893,19.0,22.835218520037184
AAA024D14.genome.CDS.894,55.0,33.35308545503362
AAA024D14.genome.CDS.895,30.0,32.62737003380636
AAA024D14.genome.CDS.896,109.0,75.79992430285762
AAA024D14.genome.CDS.918,13.0,28.370070654395224
AAA024D14.genome.CDS.985,14.0,33.651900976896904
AAA027J17.genome.CDS.1000,19.0,17.267178935699352
AAA027J17.genome.CDS.1001,16.0,18.88749297330665
AAA027J17.genome.CDS.1002,35.0,23.937950179442126
AAA027J17.genome.CDS.1003,15.0,15.947672853062404
AAA027J17.genome.CDS.1004,19.0,11.71472176864361
AAA027J17.genome.CDS.1005,15.0,18.428421963538778
AAA027J17.genome.CDS.1008,11.0,27.853645410539528
AAA027J17.genome.CDS.1009,37.0,27.95746931142785
AAA027J17.genome.CDS.1010,32.0,28.923081882829255
AAA027J17.genome.CDS.1012,14.0,14.93235477431438
AAA027J17.genome.CDS.1014,10.0,21.539713983357014
AAA027J17.genome.CDS.1017,27.0,17.98436360297158
AAA027J17.genome.CDS.1019,14.0,12.383899559498058
AAA027J17.genome.CDS.1025,16.0,26.144756283247133
AAA027J17.genome.CDS.1030,14.0,43.40151714777357
AAA027J17.genome.CDS.1032,10.0,10.238012201965988
AAA027J17.genome.CDS.1033,39.0,145.35676649892383
AAA027J17.genome.CDS.1034,46.0,14.685980159586244
AAA027J17.genome.CDS.1035,15.0,10.959634207390904
AAA027J17.genome.CDS.1036,16.0,45.36226944871085
AAA027J17.genome.CDS.1037,19.0,14.036793566882546
AAA027J17.genome.CDS.1038,174.0,135.4878347178485
AAA027J17.genome.CDS.1039,12.0,17.691285084997226
AAA027J17.genome.CDS.1040,24.0,15.339264524564072
AAA027J17.genome.CDS.1042,75.0,28.047767362770404
AAA027J17.genome.CDS.1046,19.0,12.888589594131416
AAA027J17.genome.CDS.1047,14.0,51.59958149790858
AAA027J17.genome.CDS.1048,14.0,26.08967603826838
AAA027J17.genome.CDS.1050,24.0,21.06105367261575
AAA027J17.genome.CDS.1055,12.0,13.678828673966928
AAA027J17.genome.CDS.1056,43.0,47.54532866593005
AAA027J17.genome.CDS.1057,15.0,10.7465959614589
AAA027J17.genome.CDS.1058,162.0,115.56403966812704
AAA027J17.genome.CDS.1059,70.0,46.90871045264416
AAA027J17.genome.CDS.1060,29.0,21.568691177056596
AAA027J17.genome.CDS.1065,15.0,13.484211192833254
AAA027J17.genome.CDS.1067,16.0,23.075589241300733
AAA027J17.genome.CDS.1068,23.0,25.346733199020115
AAA027J17.genome.CDS.1072,63.0,23.04060695331089
AAA027J17.genome.CDS.1073,20.0,45.439944567629865
AAA027J17.genome.CDS.1074,14.0,30.352694998769753
AAA027J17.genome.CDS.1076,107.0,111.26376395540969
AAA027J17.genome.CDS.1077,72.0,61.87366545271051
AAA027J17.genome.CDS.1082,11.0,15.07779978834991
AAA027J17.genome.CDS.1084,11.0,21.590695554915257
AAA027J17.genome.CDS.1085,33.0,38.543952980077584
AAA027J17.genome.CDS.1086,85.0,40.22180542683927
AAA027J17.genome.CDS.1087,46.0,75.53828408816887
AAA027J17.genome.CDS.1088,11.0,32.87232025928539
AAA027J17.genome.CDS.1091,18.0,31.92945837532922
AAA027J17.genome.CDS.1093,11.0,9.404194713352265
AAA027J17.genome.CDS.1100,14.0,11.466573666201906
AAA027J17.genome.CDS.1101,30.0,22.412945631330945
AAA027J17.genome.CDS.1102,5245.0,2828.9875082564163
AAA027J17.genome.CDS.1103,69.0,44.4429127742042
AAA027J17.genome.CDS.1104,45.0,40.67308389772864
AAA027J17.genome.CDS.1105,29.0,44.53535307855205
AAA027J17.genome.CDS.1106,41.0,24.90874617049747
AAA027J17.genome.CDS.1107,27.0,17.876672802953784
AAA027J17.genome.CDS.1108,25.0,17.98869822905087
AAA027J17.genome.CDS.1110,12.0,13.447767378798568
AAA027J17.genome.CDS.1111,13.0,14.568414660365116
AAA027J17.genome.CDS.1115,10.0,27.64263294530817
AAA027J17.genome.CDS.1117,24.0,20.002709266956664
AAA027J17.genome.CDS.1119,21.0,22.98991254857313
AAA027J17.genome.CDS.1122,10.0,8.17023633851473
AAA027J17.genome.CDS.1123,71.0,36.06665125482781
AAA027J17.genome.CDS.1124,3685.0,19402.495695897254
AAA027J17.genome.CDS.1125,14.0,10.978634361257145
AAA027J17.genome.CDS.1127,20.0,11.74200337499816
AAA027J17.genome.CDS.1128,33.0,35.42551018233668
AAA027J17.genome.CDS.1130,20.0,15.18130871138206
AAA027J17.genome.CDS.1131,22.0,36.85684392707756
AAA027J17.genome.CDS.1132,12.0,15.251107831894162
AAA027J17.genome.CDS.1134,14.0,16.181053431399903
AAA027J17.genome.CDS.1135,16.0,13.714174484493975
AAA027J17.genome.CDS.1138,111.0,124.39184825388676
AAA027J17.genome.CDS.1139,21.0,34.14678187361597
AAA027J17.genome.CDS.1140,22.0,28.844486551625913
AAA027J17.genome.CDS.1142,16.0,27.21736166922651
AAA027J17.genome.CDS.1143,15.0,14.13543730157804
AAA027J17.genome.CDS.1144,165.0,106.48329422511706
AAA027J17.genome.CDS.1145,27.0,25.58918021222813
AAA027J17.genome.CDS.1146,14.0,16.124869218096432
AAA027J17.genome.CDS.1147,18.0,12.543715790307909
AAA027J17.genome.CDS.1148,56.0,42.605159034970384
AAA027J17.genome.CDS.1150,14.0,10.952741355688142
AAA027J17.genome.CDS.1151,42.0,23.85597089800568
AAA027J17.genome.CDS.1152,18.0,57.411622271024655
AAA027J17.genome.CDS.1153,74.0,27.45711191882959
AAA027J17.genome.CDS.1155,10.0,10.269708834170217
AAA027J17.genome.CDS.1158,41.0,34.43082382048511
AAA027J17.genome.CDS.1160,17.0,16.48858807263996
AAA027J17.genome.CDS.1161,24.0,55.28526589061634
AAA027J17.genome.CDS.1162,33.0,58.53734035477024
AAA027J17.genome.CDS.1164,20.0,21.470006171113138
AAA027J17.genome.CDS.1166,39.0,19.453762734442442
AAA027J17.genome.CDS.1173,10.0,10.238012201965988
AAA027J17.genome.CDS.1174,29.0,31.747974471839083
AAA027J17.genome.CDS.1175,45.0,80.6866042727914
AAA027J17.genome.CDS.1176,15.0,19.74473781807726
AAA027J17.genome.CDS.1179,23.0,20.845264188265173
AAA027J17.genome.CDS.1180,41.0,13.863583495506237
AAA027J17.genome.CDS.1183,23.0,13.771420023294322
AAA027J17.genome.CDS.1184,49.0,32.5728821078982
AAA027J17.genome.CDS.1185,12.0,10.259121505475198
AAA027J17.genome.CDS.1186,38.0,33.084096123518435
AAA027J17.genome.CDS.1188,20.0,14.710048573999911
AAA027J17.genome.CDS.1189,99.0,71.54563821138585
AAA027J17.genome.CDS.1191,13.0,20.83212917617427
AAA027J17.genome.CDS.1193,11.0,10.515353166514924
AAA027J17.genome.CDS.1194,20.0,45.13082929846232
AAA027J17.genome.CDS.1195,57.0,90.46679873009947
AAA027J17.genome.CDS.1196,30.0,37.55225607664506
AAA027J17.genome.CDS.1197,34.0,34.0730943857575
AAA027J17.genome.CDS.1198,99.0,61.84453472509624
AAA027J17.genome.CDS.1199,16.0,11.537794620650367
AAA027J17.genome.CDS.1200,18.0,5.283901518749172
AAA027J17.genome.CDS.1202,10.0,24.57122928471837
AAA027J17.genome.CDS.1203,94.0,56.384972807066205
AAA027J17.genome.CDS.1204,53.0,68.67466622349998
AAA027J17.genome.CDS.1205,23.0,21.674337195752994
AAA027J17.genome.CDS.1206,15.0,15.07779978834991
AAA027J17.genome.CDS.1208,19.0,16.542048061759218
AAA027J17.genome.CDS.1209,15.0,28.432422458031255
AAA027J17.genome.CDS.1210,29.0,28.801306182536656
AAA027J17.genome.CDS.1211,49.0,92.3515237036432
AAA027J17.genome.CDS.1213,17.0,15.534702812239301
AAA027J17.genome.CDS.1214,57.0,38.197092797153104
AAA027J17.genome.CDS.1215,37.0,26.91519523622111
AAA027J17.genome.CDS.1216,86.0,50.13567170396842
AAA027J17.genome.CDS.1220,113.0,51.48820092560147
AAA027J17.genome.CDS.1222,16.0,17.120598469352156
AAA027J17.genome.CDS.1223,16.0,22.488921718216815
AAA027J17.genome.CDS.1224,20.0,52.238046510818585
AAA027J17.genome.CDS.1225,335.0,232.96307010511288
AAA027J17.genome.CDS.1226,23.0,43.34867439150599
AAA027J17.genome.CDS.1227,42.0,62.19592412694337
AAA027J17.genome.CDS.1228,10.0,31.89534570612481
AAA027J17.genome.CDS.1231,15.0,17.96272176951433
AAA027J17.genome.CDS.1232,13.0,17.249002957872296
AAA027J17.genome.CDS.1238,11.0,7.3269629493587916
AAA027J17.genome.CDS.1241,20.0,18.531374041547373
AAA027J17.genome.CDS.1242,44.0,29.485475141662043
AAA027J17.genome.CDS.1248,25.0,13.080110226486516
AAA027J17.genome.CDS.1249,16.0,18.364655797574976
AAA027J17.genome.CDS.1251,28.0,26.38614962961234
AAA027J17.genome.CDS.1253,36.0,26.77492697841509
AAA027J17.genome.CDS.1254,18.0,17.45850501808937
AAA027J17.genome.CDS.1260,21.0,30.82275885937017
AAA027J17.genome.CDS.1261,121.0,211.2479107188814
AAA027J17.genome.CDS.1262,45.0,31.491607152882725
AAA027J17.genome.CDS.1263,36.0,105.67803037498344
AAA027J17.genome.CDS.1264,73.0,72.06829303598201
AAA027J17.genome.CDS.1266,13.0,16.3963906443653
AAA027J17.genome.CDS.1268,12.0,29.928865745296058
AAA027J17.genome.CDS.1269,15.0,22.412945631330945
AAA027J17.genome.CDS.1271,91.0,217.16370630414764
AAA027J17.genome.CDS.1273,20.0,57.68897310325184
AAA027J17.genome.CDS.1275,22.0,22.948600935727537
AAA027J17.genome.CDS.1277,33.0,18.153370889456113
AAA027J17.genome.CDS.1278,15.0,13.059511627704646
AAA027J17.genome.CDS.1280,169.0,125.97586429906734
AAA027J17.genome.CDS.1281,23.0,18.653708295611377
AAA027J17.genome.CDS.1282,21.0,8.118815270649952
AAA027J17.genome.CDS.1283,16.0,39.31396685554939
AAA027J17.genome.CDS.1285,35.0,24.137018372202558
AAA027J17.genome.CDS.1286,14.0,9.555478055168257
AAA027J17.genome.CDS.1287,74.0,16.364438703622437
AAA027J17.genome.CDS.1288,26.0,36.70000629334531
AAA027J17.genome.CDS.1289,19.0,22.670936372411017
AAA027J17.genome.CDS.1290,37.0,54.30676560936649
AAA027J17.genome.CDS.1292,15.0,18.565947500580112
AAA027J17.genome.CDS.1293,22.0,18.018901475460137
AAA027J17.genome.CDS.1294,12.0,15.309765938939908
AAA027J17.genome.CDS.1296,28.0,18.57584933924709
AAA027J17.genome.CDS.1298,50.0,14.103384155769474
AAA027J17.genome.CDS.1299,12.0,12.717377457266378
AAA027J17.genome.CDS.1301,28.0,35.58591827441971
AAA027J17.genome.CDS.1302,41.0,12.989661326735071
AAA027J17.genome.CDS.1304,66.0,144.98652511711305
AAA027J17.genome.CDS.1307,98.0,85.54667458863791
AAA027J17.genome.CDS.1309,16.0,11.340567362177712
AAA027J17.genome.CDS.1310,18.0,16.403320648864185
AAA027J17.genome.CDS.1311,20.0,16.795523814870783
AAA027J17.genome.CDS.1313,26.0,24.432015521065576
AAA027J17.genome.CDS.1314,21.0,15.143355439603607
AAA027J17.genome.CDS.1315,13.0,26.784166083652636
AAA027J17.genome.CDS.1317,11.0,12.203436617995578
AAA027J17.genome.CDS.1318,22.0,18.198641141050764
AAA027J17.genome.CDS.1319,29.0,34.2335810141183
AAA027J17.genome.CDS.1320,63.0,67.8500990475746
AAA027J17.genome.CDS.1321,5306.0,4241.112590105209
AAA027J17.genome.CDS.1322,33.0,20.53749089369988
AAA027J17.genome.CDS.1323,49.0,61.104767563312784
AAA027J17.genome.CDS.1324,30.0,78.97895127230905
AAA027J17.genome.CDS.1325,25.0,20.32546540096189
AAA027J17.genome.CDS.1326,874.0,309.73924607947873
AAA027J17.genome.CDS.1327,316.0,639.1516105402962
AAA027J17.genome.CDS.1329,41.0,61.53925524475845
AAA027J17.genome.CDS.1330,13.0,17.819217931686257
AAA027J17.genome.CDS.1333,10.0,4.464489843118412
AAA027J17.genome.CDS.1334,15.0,15.262803466734571
AAA027J17.genome.CDS.1336,277.0,275.9282639946077
AAA027J17.genome.CDS.1337,10.0,12.957484193113203
AAA027J17.genome.CDS.1339,14.0,11.727177613161043
AAA027J17.genome.CDS.1357,17.0,53.70568686517015
AAA027J17.genome.CDS.1358,10.0,21.12812709195529
AAA027J17.genome.CDS.1362,14.0,38.69968612343144
AAA027J17.genome.CDS.1364,148.0,191.7707660580754
AAA027J17.genome.CDS.1368,22.0,18.10832530412247
AAA027J17.genome.CDS.1370,12.0,20.103733051133215
AAA027J17.genome.CDS.1374,13.0,27.292726199165028
AAA027J17.genome.CDS.1376,122.0,321.18106850739014
AAA027J17.genome.CDS.1382,12.0,22.745937966425004
AAA027J17.genome.CDS.1383,29.0,13.54878347178485
AAA027J17.genome.CDS.1384,155.0,109.86174632109658
AAA027J17.genome.CDS.1385,38.0,43.16794733924837
AAA027J17.genome.CDS.1386,19.0,48.85674660100979
AAA027J17.genome.CDS.1388,23.0,20.39937618423811
AAA027J17.genome.CDS.1389,13.0,19.780966694807677
AAA027J17.genome.CDS.1390,31.0,27.642632945308165
AAA027J17.genome.CDS.1391,1702.0,1341.0288248811737
AAA027J17.genome.CDS.1392,47.0,30.39073095741483
AAA027J17.genome.CDS.1395,25.0,18.22591183207132
AAA027J17.genome.CDS.1397,34.0,23.644013085295036
AAA027J17.genome.CDS.1400,67.0,86.81514409385846
AAA027J17.genome.CDS.1402,56.0,45.4177245458364
AAA027J17.genome.CDS.1403,11.0,11.846842690846358
AAA027J17.genome.CDS.1404,15.0,7.108105614507814
AAA027J17.genome.CDS.1408,16.0,8.919975673107846
AAA027J17.genome.CDS.1409,31.0,26.64005040325036
AAA027J17.genome.CDS.1411,19.0,20.731974708981127
AAA027J17.genome.CDS.1413,44.0,60.56145309179549
AAA027J17.genome.CDS.1416,20.0,12.782720437136726
AAA027J17.genome.CDS.1417,10.0,11.639003345392913
AAA027J17.genome.CDS.1420,41.0,28.692353183737595
AAA027J17.genome.CDS.1421,21.0,22.044125007017907
AAA027J17.genome.CDS.1422,87.0,129.41214706233959
AAA027J17.genome.CDS.1424,22.0,8.172066178680131
AAA027J17.genome.CDS.1425,22.0,8.208835880271494
AAA027J17.genome.CDS.1429,30.0,23.359971503077325
AAA027J17.genome.CDS.1433,364.0,469.8172011871832
AAA027J17.genome.CDS.1435,25.0,15.442811701289479
AAA027J17.genome.CDS.1437,18.0,22.446649308972045
AAA027J17.genome.CDS.1472,11.0,10.892022533673668
AAA027J17.genome.CDS.1495,17.0,9.841356231837462
AAA027J17.genome.CDS.1498,5780.0,7460.284128741535
AAA027J17.genome.CDS.1499,64.0,73.97052997211384
AAA027J17.genome.CDS.1500,25.0,34.26772679170434
AAA027J17.genome.CDS.1502,409.0,558.3129320805452
AAA027J17.genome.CDS.1504,59.0,73.02606016894845
AAA027J17.genome.CDS.1505,21.0,12.394917263732488
AAA027J17.genome.CDS.1506,27.0,19.64081814535054
AAA027J17.genome.CDS.1507,36.0,27.90097530928301
AAA027J17.genome.CDS.1508,29.0,26.72121184713123
AAA027J17.genome.CDS.1509,22.0,23.020993998616266
AAA027J17.genome.CDS.1510,137.0,84.00090307224886
AAA027J17.genome.CDS.1511,37.0,163.64438703622434
AAA027J17.genome.CDS.1512,10.0,9.214210981769389
AAA027J17.genome.CDS.1515,30.0,23.30526430986169
AAA027J17.genome.CDS.1519,24.0,30.619531877879815
AAA027J17.genome.CDS.1520,26.0,126.8309041020022
AAA027J17.genome.CDS.1521,174.0,320.65454216557475
AAA027J17.genome.CDS.1522,117.0,140.61687193917635
AAA027J17.genome.CDS.1523,367.0,222.96365474567247
AAA027J17.genome.CDS.1524,78.0,85.39110375184305
AAA027J17.genome.CDS.1525,287.0,200.84647228616316
AAA027J17.genome.CDS.1526,11.0,42.428227311403234
AAA027J17.genome.CDS.1527,20.0,20.79696522531022
AAA027J17.genome.CDS.1528,21.0,16.625163489779617
AAA027J17.genome.CDS.1529,34.0,58.740595008779856
AAA027J17.genome.CDS.1531,11.0,15.203448119919493
AAA027J17.genome.CDS.1532,20.0,25.034837384430038
AAA027J17.genome.CDS.1533,17.0,19.717122800149884
AAA027J17.genome.CDS.1534,10.0,30.714036605897967
AAA027J17.genome.CDS.1535,37.0,24.11263070278355
AAA027J17.genome.CDS.1536,16.0,18.428421963538778
AAA027J17.genome.CDS.1537,64.0,36.856843927077556
AAA027J17.genome.CDS.1538,20.0,15.646773365268775
AAA027J17.genome.CDS.1540,18.0,25.40769666462368
AAA027J17.genome.CDS.1541,34.0,36.617513771706925
AAA027J17.genome.CDS.1542,14.0,17.930356505064758
AAA027J17.genome.CDS.1543,10.0,8.660877163020835
AAA027J17.genome.CDS.1544,30.0,24.03707212635493
AAA027J17.genome.CDS.1546,154.0,83.74358308676966
AAA027J17.genome.CDS.1547,11.0,21.71921159988499
AAA027J17.genome.CDS.1550,23.0,44.87862760532385
AAA027J17.genome.CDS.1551,26.0,10.416064588087135
AAA027J17.genome.CDS.1552,11.0,5.486958719970945
AAA027J17.genome.CDS.1555,20.0,17.644233794877557
AAA027J17.genome.CDS.1556,45.0,31.69219063793293
AAA027J17.genome.CDS.1560,15.0,16.31368501690318
AAA027J17.genome.CDS.1561,16.0,31.78075164969562
AAA027J17.genome.CDS.1563,14.0,15.126913142709355
AAA027J17.genome.CDS.1564,10.0,11.206472815665473
AAA027J17.genome.CDS.1565,12.0,6.399580617563306
AAA027J17.genome.CDS.1566,23.0,17.825623114264143
AAA027J17.genome.CDS.1567,10.0,8.798716056862016
AAA027J17.genome.CDS.1568,16.0,49.14245856943675
AAA027J17.genome.CDS.1573,15.0,10.409359686517721
AAA027J17.genome.CDS.1574,13.0,10.19444619259592
AAA027J17.genome.CDS.1576,21.0,10.667601075371605
AAA027J17.genome.CDS.1578,69.0,240.92736924963333
AAA027J17.genome.CDS.1579,100.0,197.44737818077263
AAA027J17.genome.CDS.1580,45.0,152.31654888231031
AAA027J17.genome.CDS.1581,81.0,179.12426148559692
AAA027J17.genome.CDS.1582,13.0,9.233941626269965
AAA027J17.genome.CDS.1588,19.0,20.596471606308047
AAA027J17.genome.CDS.1589,76.0,41.3958641151413
AAA027J17.genome.CDS.1591,11.0,7.461815028181346
AAA027J17.genome.CDS.1592,88.0,117.70411447679608
AAA027J17.genome.CDS.1593,18.0,11.753560464934182
AAA027J17.genome.CDS.1594,15.0,16.641049933630335
AAA027J17.genome.CDS.1595,44.0,167.7621861508358
AAA027J17.genome.CDS.1596,166.0,62.78691542423474
AAA027J17.genome.CDS.1599,23.0,15.167727023668101
AAA027J17.genome.CDS.1600,22.0,21.91488017285693
AAA027J17.genome.CDS.1601,23.0,12.865711117883734
AAA027J17.genome.CDS.1603,15.0,16.530478173273988
AAA027J17.genome.CDS.1604,36.0,31.759620830779603
